ccaa,year,n_fires,superficie_ha,personal_units_sum,medios_units_sum,gastos_eur_sum,fires_with_gastos_reported,gastos_coverage_pct
La Rioja,1976,20,120.2,106,1,0.0,0,0.0
La Rioja,1977,6,40.0,102,1,0.0,0,0.0
La Rioja,1978,39,1764.5,405,2,3.0,3,7.7
La Rioja,1979,33,1643.4,514,1,1.0,1,3.0
La Rioja,1980,65,1233.7,1181,15,6.0,2,3.1
La Rioja,1981,97,3229.3,1655,13,5.0,5,5.2
La Rioja,1982,55,1701.1,1301,14,5.0,3,5.5
La Rioja,1983,35,762.0,716,13,4.0,3,8.6
La Rioja,1984,49,1061.5,1106,7,2.0,2,4.1
La Rioja,1985,84,3832.8,3085,40,27.0,14,16.7
La Rioja,1986,42,2801.6,1577,10,21.0,7,16.7
La Rioja,1987,15,155.0,519,11,8.0,6,40.0
La Rioja,1988,42,472.9,730,9,11058.0,37,88.1
La Rioja,1989,118,1524.3,2353,36,0.0,0,0.0
La Rioja,1990,35,282.2,571,18,0.0,0,0.0
La Rioja,1991,33,346.8,791,45,30859.0,33,100.0
La Rioja,1992,44,95.4,505,20,7312.0,42,95.5
La Rioja,1993,27,218.8,557,59,25810.0,27,100.0
La Rioja,1994,62,491.1,1203,107,41580.0,47,75.8
La Rioja,1995,91,443.2,1178,77,53558.0,89,97.8
La Rioja,1996,33,89.6,325,27,18202.0,32,97.0
La Rioja,1997,20,44.4,190,13,4801.0,19,95.0
La Rioja,1998,47,166.82,529,29,622273.0,46,97.9
La Rioja,1999,36,158.75,351,27,5016.0,35,97.2
La Rioja,2000,60,189.15,593,55,23232.0,58,96.7
La Rioja,2001,47,298.67,581,63,11865.0,43,91.5
La Rioja,2002,41,141.82,487,40,24943.0,36,87.8
La Rioja,2003,20,100.47,386,46,40017.0,19,95.0
La Rioja,2004,7,28.92,96,13,1256.0,6,85.7
La Rioja,2005,33,158.2,518,74,53707.0,31,93.9
La Rioja,2006,12,36.69,238,37,20798.0,12,100.0
La Rioja,2007,20,50.45,256,31,17420.0,20,100.0
La Rioja,2008,15,52.57,171,25,25943.0,15,100.0
La Rioja,2009,29,317.11,1198,127,939965.0,29,100.0
La Rioja,2010,24,264.26,462,66,217030.0,22,91.7
La Rioja,2011,24,49.93,282,42,112974.0,23,95.8
La Rioja,2012,28,90.05,315,63,114441.0,27,96.4
La Rioja,2013,6,21.99,132,29,45572.0,5,83.3
La Rioja,2014,20,83.5,338,62,108634.0,20,100.0
La Rioja,2015,17,271.49,382,65,184444.0,17,100.0
La Rioja,2016,12,84.37,313,70,119253.0,8,66.7
La Rioja,2017,17,233.06,489,99,566267.0,7,41.2
La Rioja,2018,8,50.62,137,33,42513.0,6,75.0
La Rioja,2019,13,37.5,162,41,4881.0,4,30.8
La Rioja,2020,6,12.2,112,24,348.0,1,16.7
La Rioja,2021,24,442.44,830,168,1212758.0,8,33.3
La Rioja,2022,21,183.94,560,118,260675.0,6,28.6
País Vasco,1968,14,133.7,298,3,0.0,0,0.0
País Vasco,1969,14,594.1,525,6,0.0,0,0.0
País Vasco,1970,15,110.4,252,1,0.0,0,0.0
País Vasco,1971,18,518.5,463,5,0.0,0,0.0
País Vasco,1972,10,384.0,186,1,0.0,0,0.0
País Vasco,1973,24,526.4,688,12,0.0,0,0.0
País Vasco,1974,22,207.6,175,4,0.0,0,0.0
País Vasco,1975,29,2628.5,2019,25,0.0,0,0.0
País Vasco,1976,26,231.6,364,3,0.0,0,0.0
País Vasco,1977,25,669.0,821,8,4.0,2,8.0
País Vasco,1978,28,432.2,563,5,22.0,6,21.4
País Vasco,1979,13,58.4,0,0,0.0,0,0.0
País Vasco,1980,56,1064.8,2718,40,59.0,30,53.6
País Vasco,1981,44,378.8,1350,10,36.0,22,50.0
País Vasco,1982,67,431.2,1303,9,22.0,17,25.4
País Vasco,1983,125,1043.7,1947,43,72.0,46,36.8
País Vasco,1984,95,874.2,1938,0,149.0,52,54.7
País Vasco,1985,118,2506.0,3289,135,117.0,41,34.7
País Vasco,1986,95,710.7,1489,21,29.0,20,21.1
País Vasco,1987,197,1477.5,3924,134,82.0,52,26.4
País Vasco,1988,113,555.9,1674,60,58622.0,96,85.0
País Vasco,1989,531,11210.7,10277,454,270093.0,194,36.5
País Vasco,1990,123,847.8,2204,116,68227.0,46,37.4
País Vasco,1991,63,596.0,1184,113,63260.0,20,31.7
País Vasco,1992,105,1016.4,1830,85,12554.0,17,16.2
País Vasco,1993,80,524.2,1158,68,9374.0,10,12.5
País Vasco,1994,29,700.9,555,49,68069.0,18,62.1
País Vasco,1995,159,1286.2,2533,193,74039.0,93,58.5
País Vasco,1996,92,960.3,1679,120,41514.0,37,40.2
País Vasco,1997,100,745.9,1446,130,61090.0,51,51.0
País Vasco,1998,140,1470.37,2031,169,17721.0,20,14.3
País Vasco,1999,79,316.97,1008,90,22267.0,25,31.6
País Vasco,2000,109,781.89,1567,170,68812.0,72,66.1
País Vasco,2001,91,685.0,1404,150,163006.0,61,67.0
País Vasco,2002,132,2097.24,2094,175,105584.0,70,53.0
País Vasco,2003,122,879.4,1864,171,264693.0,81,66.4
País Vasco,2004,50,199.51,638,77,49306.0,42,84.0
País Vasco,2005,91,532.46,1486,208,172069.0,70,76.9
País Vasco,2006,25,73.47999999999999,259,40,23425.0,20,80.0
País Vasco,2007,29,94.78,271,31,18715.0,25,86.2
País Vasco,2008,30,209.24,332,39,36719.0,16,53.3
País Vasco,2009,56,425.61,713,112,140806.0,45,80.4
País Vasco,2010,47,762.05,792,96,50007.0,25,53.2
País Vasco,2011,43,393.17,657,83,99455.0,33,76.7
País Vasco,2012,49,323.26,654,98,178543.0,35,71.4
País Vasco,2013,28,150.29,346,44,31343.0,21,75.0
País Vasco,2014,61,370.48,558,72,56761.0,49,80.3
País Vasco,2015,42,579.14,740,104,0.0,0,0.0
País Vasco,2016,22,128.51999999999998,367,101,0.0,0,0.0
País Vasco,2017,19,111.88,213,42,0.0,0,0.0
País Vasco,2018,11,37.65,123,20,0.0,0,0.0
País Vasco,2019,42,331.93,807,147,0.0,0,0.0
País Vasco,2020,22,115.24,359,74,0.0,0,0.0
País Vasco,2021,26,90.46000000000001,368,73,0.0,0,0.0
País Vasco,2022,35,1132.7800000000002,1080,249,0.0,0,0.0
Principado de Asturias,1968,92,1506.9,1523,0,0.0,0,0.0
Principado de Asturias,1969,44,355.1,261,1,0.0,0,0.0
Principado de Asturias,1970,153,4431.0,785,14,0.0,0,0.0
Principado de Asturias,1971,76,1630.9,880,7,0.0,0,0.0
Principado de Asturias,1972,54,1944.2,1281,5,0.0,0,0.0
Principado de Asturias,1973,53,1705.0,568,4,0.0,0,0.0
Principado de Asturias,1974,179,9132.2,4664,27,0.0,0,0.0
Principado de Asturias,1975,120,7053.2,2949,22,0.0,0,0.0
Principado de Asturias,1976,249,11529.6,5225,41,0.0,0,0.0
Principado de Asturias,1977,122,3760.2,2221,13,1.0,1,0.8
Principado de Asturias,1978,487,30304.2,5862,73,26.0,24,4.9
Principado de Asturias,1979,378,18132.6,3551,33,25.0,21,5.6
Principado de Asturias,1980,529,17138.3,7483,95,43.0,28,5.3
Principado de Asturias,1981,524,18100.0,7215,85,36.0,25,4.8
Principado de Asturias,1982,335,16980.1,5868,100,48.0,28,8.4
Principado de Asturias,1983,157,3272.9,1714,16,5.0,5,3.2
Principado de Asturias,1984,243,3850.3,2827,34,9.0,7,2.9
Principado de Asturias,1985,913,42381.1,12507,278,327.0,215,23.5
Principado de Asturias,1986,173,2505.9,2101,53,12.0,7,4.0
Principado de Asturias,1987,261,4825.3,2766,120,52.0,25,9.6
Principado de Asturias,1988,275,10900.7,2950,154,69712.0,107,38.9
Principado de Asturias,1989,1457,40491.0,15834,942,475758.0,1053,72.3
Principado de Asturias,1990,769,10334.8,9476,822,71366.0,335,43.6
Principado de Asturias,1991,350,3746.1,3089,310,58998.0,28,8.0
Principado de Asturias,1992,805,9099.4,5869,543,3799.0,54,6.7
Principado de Asturias,1993,387,2806.6,2796,362,2004.0,21,5.4
Principado de Asturias,1994,843,6179.8,5837,776,0.0,0,0.0
Principado de Asturias,1995,1470,15288.7,10509,1026,0.0,0,0.0
Principado de Asturias,1996,480,3413.6,2794,319,847.0,4,0.8
Principado de Asturias,1997,1670,25433.4,12335,2116,0.0,0,0.0
Principado de Asturias,1998,645,7046.8,4485,769,0.0,0,0.0
Principado de Asturias,1999,1101,11523.19,7308,630,642.0,9,0.8
Principado de Asturias,2000,1382,19091.7,9394,1121,2558.0,19,1.4
Principado de Asturias,2001,644,2895.41,4053,569,200966.0,5,0.8
Principado de Asturias,2002,1178,19006.37,6305,747,3160.0,8,0.7
Principado de Asturias,2003,1097,6119.68,6999,1301,0.0,0,0.0
Principado de Asturias,2004,1032,4487.73,5542,1144,97.0,1,0.1
Principado de Asturias,2005,1309,8406.12,8960,1472,0.0,0,0.0
Principado de Asturias,2006,1001,9243.87,7504,1786,0.0,0,0.0
Principado de Asturias,2007,433,2550.07,3106,879,0.0,0,0.0
Principado de Asturias,2008,965,6398.5199999999995,5790,1473,0.0,0,0.0
Principado de Asturias,2009,1229,10314.32,6935,1694,0.0,0,0.0
Principado de Asturias,2010,1014,7698.58,5990,973,0.0,0,0.0
Principado de Asturias,2011,684,13613.86,6489,598,0.0,0,0.0
Principado de Asturias,2012,1051,16275.92,8104,827,0.0,0,0.0
Principado de Asturias,2013,377,3112.36,3286,481,895.0,1,0.3
Principado de Asturias,2014,647,7549.77,4530,590,0.0,0,0.0
Principado de Asturias,2015,832,21582.11,7142,1622,0.0,0,0.0
Principado de Asturias,2016,166,1571.71,1480,353,0.0,0,0.0
Principado de Asturias,2017,998,28009.99,6463,1117,0.0,0,0.0
Principado de Asturias,2018,278,1984.65,1237,218,0.0,0,0.0
Principado de Asturias,2019,870,14681.77,4803,801,0.0,0,0.0
Principado de Asturias,2020,557,8154.21,2524,418,0.0,0,0.0
Principado de Asturias,2021,603,6432.25,2529,605,0.0,0,0.0
Principado de Asturias,2022,507,7072.9783,2442,1084,0.0,0,0.0
Región de Murcia,1968,3,5.0,22,0,0.0,0,0.0
Región de Murcia,1969,3,134.0,75,1,0.0,0,0.0
Región de Murcia,1970,3,9.0,0,0,0.0,0,0.0
Región de Murcia,1971,4,16.7,113,0,0.0,0,0.0
Región de Murcia,1972,4,13.0,29,1,0.0,0,0.0
Región de Murcia,1973,2,4.5,37,0,0.0,0,0.0
Región de Murcia,1974,1,2.0,3,0,0.0,0,0.0
Región de Murcia,1975,7,273.5,308,1,0.0,0,0.0
Región de Murcia,1976,5,172.5,376,3,0.0,0,0.0
Región de Murcia,1977,8,49.0,279,8,1.0,1,12.5
Región de Murcia,1978,9,639.0,907,22,2.0,1,11.1
Región de Murcia,1979,14,148.5,557,9,3.0,1,7.1
Región de Murcia,1980,8,147.5,403,4,2.0,2,25.0
Región de Murcia,1981,15,703.8,1479,22,16.0,4,26.7
Región de Murcia,1982,16,79.0,735,10,7.0,2,12.5
Región de Murcia,1983,12,66.5,894,14,2.0,1,8.3
Región de Murcia,1984,8,91.0,248,9,0.0,0,0.0
Región de Murcia,1985,4,30.0,177,4,0.0,0,0.0
Región de Murcia,1986,2,51.0,60,4,0.0,0,0.0
Región de Murcia,1987,7,91.2,81,2,60.0,2,28.6
Región de Murcia,1988,5,8.9,50,5,0.0,0,0.0
Región de Murcia,1989,16,132.0,284,25,546.0,6,37.5
Región de Murcia,1990,76,1191.0,2336,211,11293.0,9,11.8
Región de Murcia,1991,48,1538.8999999999999,2580,246,90729.0,2,4.2
Región de Murcia,1992,38,351.8,1730,164,0.0,0,0.0
Región de Murcia,1993,35,619.2,1816,263,0.0,0,0.0
Región de Murcia,1994,53,894.8,2986,334,48081.0,1,1.9
Región de Murcia,1995,28,58.5,1055,126,0.0,0,0.0
Región de Murcia,1996,24,319.5,1231,129,54091.0,1,4.2
Región de Murcia,1997,21,66.16,667,82,4766.0,6,28.6
Región de Murcia,1998,34,130.0,1161,152,3726.0,4,11.8
Región de Murcia,1999,31,71.87,670,98,0.0,0,0.0
Región de Murcia,2000,30,120.7,1388,168,0.0,0,0.0
Región de Murcia,2001,14,60.9,655,75,0.0,0,0.0
Región de Murcia,2002,28,67.51,666,86,2988.0,1,3.6
Región de Murcia,2003,28,108.61,980,137,0.0,0,0.0
Región de Murcia,2004,22,418.68999999999994,1163,153,3500.0,1,4.5
Región de Murcia,2005,34,238.94,1126,176,0.0,0,0.0
Región de Murcia,2006,11,56.12,340,48,0.0,0,0.0
Región de Murcia,2007,18,140.23,538,90,0.0,0,0.0
Región de Murcia,2008,16,147.43,623,82,0.0,0,0.0
Región de Murcia,2009,14,94.23,676,103,0.0,0,0.0
Región de Murcia,2010,17,741.79,936,146,0.0,0,0.0
Región de Murcia,2011,16,450.0,815,127,0.0,0,0.0
Región de Murcia,2012,21,120.74,874,133,0.0,0,0.0
Región de Murcia,2013,11,67.42999999999999,469,78,0.0,0,0.0
Región de Murcia,2014,18,250.64,767,115,0.0,0,0.0
Región de Murcia,2015,19,627.0,1526,223,0.0,0,0.0
Región de Murcia,2016,15,330.98,982,119,0.0,0,0.0
Región de Murcia,2017,18,153.18,965,173,0.0,0,0.0
Región de Murcia,2018,9,30.71,352,58,0.0,0,0.0
Región de Murcia,2019,9,122.27000000000001,626,81,0.0,0,0.0
Región de Murcia,2020,14,443.29999999999995,1433,179,0.0,0,0.0
Región de Murcia,2021,11,59.28,631,100,0.0,0,0.0
Región de Murcia,2022,12,961.43,1346,214,0.0,0,0.0
Región de Murcia,2023,20,42.07,778,112,0.0,0,0.0
