year,sex,age_group,cause_chapter,cause,deaths,data_type,series_cod
2000,all,1-4,,Accidentes de tráfico,38,Definitivo,ECM40352
2000,all,1-4,,"Accidentes por fuego, humo y sustancias calientes",11,Definitivo,ECM40348
2000,all,1-4,,Agresiones (homicidio),2,Definitivo,ECM40343
2000,all,1-4,,"Ahogamiento, sumersión y sofocación accidentales",32,Definitivo,ECM40349
2000,all,1-4,,Artritis reumatoide y osteoartrosis,0,Definitivo,ECM38860
2000,all,1-4,,Asma,1,Definitivo,ECM452908
2000,all,1-4,,Aterosclerosis,0,Definitivo,ECM37875
2000,all,1-4,,COVID-19. Virus identificado,0,Definitivo,ECM462142
2000,all,1-4,,COVID-19. Virus no identificado (sospechoso),0,Definitivo,ECM462076
2000,all,1-4,,Caídas accidentales,7,Definitivo,ECM40350
2000,all,1-4,,Ciertos trastornos que afectan al mecanismo de la inmunidad,2,Definitivo,ECM36761
2000,all,1-4,,Cirrosis y otras enfermedades crónicas del hígado,0,Definitivo,ECM38202
2000,all,1-4,,Complicaciones de la atención médica y quirúrgica,0,Definitivo,ECM40341
2000,all,1-4,,Diabetes mellitus,0,Definitivo,ECM36888
2000,all,1-4,,Enfermedad de Alzheimer,0,Definitivo,ECM37326
2000,all,1-4,,Enfermedad meningocócica,23,Definitivo,ECM34433
2000,all,1-4,,Enfermedad vascular intestinal,0,Definitivo,ECM38203
2000,all,1-4,,Enfermedades cardíacas reumáticas crónicas,1,Definitivo,ECM37882
2000,all,1-4,,Enfermedades cerebrovasculares,1,Definitivo,ECM37876
2000,all,1-4,,Enfermedades crónicas de las vías respiratorias inferiores (excepto asma),0,Definitivo,ECM452909
2000,all,1-4,,Enfermedades de la sangre y de los órganos hematopoyéticos,4,Definitivo,ECM36762
2000,all,1-4,,Enfermedades de los órganos genitales femeninos y trastornos de la mama,0,Definitivo,ECM39108
2000,all,1-4,,Enfermedades de los órganos genitales masculinos,0,Definitivo,ECM39109
2000,all,1-4,,Enfermedades del riñón y del uréter,0,Definitivo,ECM39110
2000,all,1-4,,Enfermedades hipertensivas,0,Definitivo,ECM37881
2000,all,1-4,,Enfermedades infecciosas intestinales,1,Definitivo,ECM34559
2000,all,1-4,,Enteritis y colitis no infecciosas,0,Definitivo,ECM38204
2000,all,1-4,,Envenenamiento accidental por psicofármacos y drogas de abuso,1,Definitivo,ECM40347
2000,all,1-4,,Eventos de intención no determinada,0,Definitivo,ECM40342
2000,all,1-4,,Hepatitis vírica,1,Definitivo,ECM34307
2000,all,1-4,,Infarto agudo de miocardio,2,Definitivo,ECM37880
2000,all,1-4,,Influenza (gripe) (incluye gripe aviar y gripe A),0,Definitivo,ECM452911
2000,all,1-4,,Insuficiencia cardíaca,2,Definitivo,ECM37878
2000,all,1-4,,Insuficiencia respiratoria,3,Definitivo,ECM452907
2000,all,1-4,,Leucemia,18,Definitivo,ECM36546
2000,all,1-4,,Malformaciones congénitas del sistema circulatorio,29,Definitivo,ECM39300
2000,all,1-4,,Malformaciones congénitas del sistema nervioso,10,Definitivo,ECM39301
2000,all,1-4,,Melanoma maligno de la piel,0,Definitivo,ECM36562
2000,all,1-4,,Meningitis (otras en 003),6,Definitivo,ECM37327
2000,all,1-4,,Muerte súbita infantil,2,Definitivo,ECM39549
2000,all,1-4,,Neumonía,4,Definitivo,ECM452910
2000,all,1-4,,Osteoporosis y fractura patológica,0,Definitivo,ECM38859
2000,all,1-4,,Otras causas externas y sus efectos tardíos,0,Definitivo,ECM40340
2000,all,1-4,,Otras enfermedades de los vasos sanguíneos,0,Definitivo,ECM37874
2000,all,1-4,,Otras enfermedades del corazón,8,Definitivo,ECM37877
2000,all,1-4,,Otras enfermedades del sistema digestivo,4,Definitivo,ECM38201
2000,all,1-4,,Otras enfermedades del sistema genitourinario,0,Definitivo,ECM39107
2000,all,1-4,,Otras enfermedades del sistema nervioso y de los órganos de los sentidos,23,Definitivo,ECM37325
2000,all,1-4,,Otras enfermedades del sistema osteomuscular y del tejido conjuntivo,0,Definitivo,ECM38858
2000,all,1-4,,Otras enfermedades del sistema respiratorio,8,Definitivo,ECM452906
2000,all,1-4,,"Otras enfermedades endocrinas, nutricionales y metabólicas",16,Definitivo,ECM36887
2000,all,1-4,,Otras enfermedades isquémicas del corazón,0,Definitivo,ECM37879
2000,all,1-4,,"Otras malformaciones congénitas, deformidades y anomalías cromosómicas",22,Definitivo,ECM39299
2000,all,1-4,,Otros accidentes,10,Definitivo,ECM40345
2000,all,1-4,,Otros accidentes de transporte,1,Definitivo,ECM40351
2000,all,1-4,,Otros envenenamientos accidentales,3,Definitivo,ECM40346
2000,all,1-4,,Otros trastornos mentales y del comportamiento,0,Definitivo,ECM37133
2000,all,1-4,,Otros tumores de comportamiento incierto o desconocido,7,Definitivo,ECM36542
2000,all,1-4,,Otros tumores malignos de la piel y de los tejidos blandos,3,Definitivo,ECM36561
2000,all,1-4,,Otros tumores malignos de las vías urinarias,0,Definitivo,ECM36551
2000,all,1-4,,Otros tumores malignos digestivos,0,Definitivo,ECM36567
2000,all,1-4,,Otros tumores malignos neurológicos y endocrinos,7,Definitivo,ECM36549
2000,all,1-4,,Otros tumores malignos respiratorios e intratorácicos,0,Definitivo,ECM36564
2000,all,1-4,,"Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad",15,Definitivo,ECM39551
2000,all,1-4,,Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos,3,Definitivo,ECM34118
2000,all,1-4,,"Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",11,Definitivo,ECM39548
2000,all,1-4,,SIDA,1,Definitivo,ECM34244
2000,all,1-4,,Senilidad,0,Definitivo,ECM39550
2000,all,1-4,,Septicemia,14,Definitivo,ECM34370
2000,all,1-4,,Suicidio y lesiones autoinfligidas,0,Definitivo,ECM40344
2000,all,1-4,,Síndrome inflamatorio multisistémico asociado COVID-19,0,Definitivo,ECM469736
2000,all,1-4,,Síndrome mielodisplásico,0,Definitivo,ECM36543
2000,all,1-4,,Trastornos mentales debidos al uso de alcohol,0,Definitivo,ECM37135
2000,all,1-4,,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0,Definitivo,ECM37134
2000,all,1-4,,"Trastornos mentales orgánicos, senil y presenil",0,Definitivo,ECM37136
2000,all,1-4,,Tuberculosis y sus efectos tardíos,0,Definitivo,ECM34496
2000,all,1-4,,Tumor maligno de la laringe,0,Definitivo,ECM36566
2000,all,1-4,,Tumor maligno de la mama,0,Definitivo,ECM36560
2000,all,1-4,,Tumor maligno de la próstata,0,Definitivo,ECM36555
2000,all,1-4,,"Tumor maligno de la tráquea, de los bronquios y del pulmón",0,Definitivo,ECM36565
2000,all,1-4,,Tumor maligno de la vejiga,0,Definitivo,ECM36552
2000,all,1-4,,Tumor maligno de otras partes del útero,0,Definitivo,ECM36558
2000,all,1-4,,"Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados",2,Definitivo,ECM36548
2000,all,1-4,,Tumor maligno del colon,0,Definitivo,ECM36571
2000,all,1-4,,Tumor maligno del cuello del útero,0,Definitivo,ECM36559
2000,all,1-4,,Tumor maligno del encéfalo,14,Definitivo,ECM36550
2000,all,1-4,,Tumor maligno del estómago,0,Definitivo,ECM36572
2000,all,1-4,,Tumor maligno del esófago,0,Definitivo,ECM36573
2000,all,1-4,,Tumor maligno del hígado y vías biliares intrahepáticas,1,Definitivo,ECM36569
2000,all,1-4,,"Tumor maligno del labio, de la cavidad bucal y de la faringe",1,Definitivo,ECM36574
2000,all,1-4,,Tumor maligno del ovario,0,Definitivo,ECM36557
2000,all,1-4,,Tumor maligno del páncreas,0,Definitivo,ECM36568
2000,all,1-4,,"Tumor maligno del recto, de la porción rectosigmoide y del ano",0,Definitivo,ECM36570
2000,all,1-4,,"Tumor maligno del riñón, excepto pelvis renal",0,Definitivo,ECM36553
2000,all,1-4,,Tumores benignos,0,Definitivo,ECM36544
2000,all,1-4,,Tumores in situ,0,Definitivo,ECM36545
2000,all,1-4,,Tumores malignos de otros órganos genitales femeninos,1,Definitivo,ECM36556
2000,all,1-4,,Tumores malignos de otros órganos genitales masculinos,0,Definitivo,ECM36554
2000,all,1-4,,Tumores malignos del hueso y de los cartílagos articulares,0,Definitivo,ECM36563
2000,all,1-4,,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia",1,Definitivo,ECM36547
2000,all,1-4,,"VIH+ (portador, evidencias de laboratorio del VIH, ...)",0,Definitivo,ECM34181
2000,all,1-4,,"Úlcera de estómago, duodeno y yeyuno",0,Definitivo,ECM38205
2000,all,1-4,I,Enfermedades infecciosas y parasitarias,43,Definitivo,ECM1420
2000,all,1-4,I-XXII,Todas las causas,383,Definitivo,ECM1483
2000,all,1-4,II,Tumores,55,Definitivo,ECM1357
2000,all,1-4,III,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",6,Definitivo,ECM1294
2000,all,1-4,IV,"Enfermedades endocrinas, nutricionales y metabólicas",16,Definitivo,ECM1231
2000,all,1-4,IX,Enfermedades del sistema circulatorio,14,Definitivo,ECM1042
2000,all,1-4,V,Trastornos mentales y del comportamiento,0,Definitivo,ECM1168
2000,all,1-4,VI-VIII,Enfermedades del sistema nervioso y de los órganos de los sentidos,29,Definitivo,ECM1105
2000,all,1-4,X,Enfermedades del sistema respiratorio,16,Definitivo,ECM979
2000,all,1-4,XI,Enfermedades del sistema digestivo,4,Definitivo,ECM916
2000,all,1-4,XII,Enfermedades de la piel y del tejido subcutáneo,1,Definitivo,ECM853
2000,all,1-4,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,Definitivo,ECM790
2000,all,1-4,XIV,Enfermedades del sistema genitourinario,0,Definitivo,ECM727
2000,all,1-4,XV,"Embarazo, parto y puerperio",0,Definitivo,ECM664
2000,all,1-4,XVI,Afecciones originadas en el periodo perinatal,5,Definitivo,ECM601
2000,all,1-4,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",61,Definitivo,ECM538
2000,all,1-4,XVIII,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",28,Definitivo,ECM475
2000,all,1-4,XX,Causas externas de mortalidad,105,Definitivo,ECM412
2000,all,10-14,,Accidentes de tráfico,110,Definitivo,ECM40326
2000,all,10-14,,"Accidentes por fuego, humo y sustancias calientes",1,Definitivo,ECM40322
2000,all,10-14,,Agresiones (homicidio),1,Definitivo,ECM40317
2000,all,10-14,,"Ahogamiento, sumersión y sofocación accidentales",16,Definitivo,ECM40323
2000,all,10-14,,Artritis reumatoide y osteoartrosis,0,Definitivo,ECM38854
2000,all,10-14,,Asma,0,Definitivo,ECM452896
2000,all,10-14,,Aterosclerosis,0,Definitivo,ECM37857
2000,all,10-14,,COVID-19. Virus identificado,0,Definitivo,ECM462140
2000,all,10-14,,COVID-19. Virus no identificado (sospechoso),0,Definitivo,ECM462074
2000,all,10-14,,Caídas accidentales,7,Definitivo,ECM40324
2000,all,10-14,,Ciertos trastornos que afectan al mecanismo de la inmunidad,2,Definitivo,ECM36757
2000,all,10-14,,Cirrosis y otras enfermedades crónicas del hígado,0,Definitivo,ECM38192
2000,all,10-14,,Complicaciones de la atención médica y quirúrgica,0,Definitivo,ECM40315
2000,all,10-14,,Diabetes mellitus,0,Definitivo,ECM36884
2000,all,10-14,,Enfermedad de Alzheimer,0,Definitivo,ECM37320
2000,all,10-14,,Enfermedad meningocócica,0,Definitivo,ECM34431
2000,all,10-14,,Enfermedad vascular intestinal,0,Definitivo,ECM38193
2000,all,10-14,,Enfermedades cardíacas reumáticas crónicas,0,Definitivo,ECM37864
2000,all,10-14,,Enfermedades cerebrovasculares,5,Definitivo,ECM37858
2000,all,10-14,,Enfermedades crónicas de las vías respiratorias inferiores (excepto asma),1,Definitivo,ECM452897
2000,all,10-14,,Enfermedades de la sangre y de los órganos hematopoyéticos,4,Definitivo,ECM36758
2000,all,10-14,,Enfermedades de los órganos genitales femeninos y trastornos de la mama,0,Definitivo,ECM39100
2000,all,10-14,,Enfermedades de los órganos genitales masculinos,0,Definitivo,ECM39101
2000,all,10-14,,Enfermedades del riñón y del uréter,0,Definitivo,ECM39102
2000,all,10-14,,Enfermedades hipertensivas,0,Definitivo,ECM37863
2000,all,10-14,,Enfermedades infecciosas intestinales,0,Definitivo,ECM34557
2000,all,10-14,,Enteritis y colitis no infecciosas,0,Definitivo,ECM38194
2000,all,10-14,,Envenenamiento accidental por psicofármacos y drogas de abuso,2,Definitivo,ECM40321
2000,all,10-14,,Eventos de intención no determinada,0,Definitivo,ECM40316
2000,all,10-14,,Hepatitis vírica,0,Definitivo,ECM34305
2000,all,10-14,,Infarto agudo de miocardio,1,Definitivo,ECM37862
2000,all,10-14,,Influenza (gripe) (incluye gripe aviar y gripe A),0,Definitivo,ECM452899
2000,all,10-14,,Insuficiencia cardíaca,2,Definitivo,ECM37860
2000,all,10-14,,Insuficiencia respiratoria,2,Definitivo,ECM452895
2000,all,10-14,,Leucemia,30,Definitivo,ECM36480
2000,all,10-14,,Malformaciones congénitas del sistema circulatorio,7,Definitivo,ECM39294
2000,all,10-14,,Malformaciones congénitas del sistema nervioso,5,Definitivo,ECM39295
2000,all,10-14,,Melanoma maligno de la piel,1,Definitivo,ECM36496
2000,all,10-14,,Meningitis (otras en 003),1,Definitivo,ECM37321
2000,all,10-14,,Muerte súbita infantil,0,Definitivo,ECM39541
2000,all,10-14,,Neumonía,4,Definitivo,ECM452898
2000,all,10-14,,Osteoporosis y fractura patológica,0,Definitivo,ECM38853
2000,all,10-14,,Otras causas externas y sus efectos tardíos,1,Definitivo,ECM40314
2000,all,10-14,,Otras enfermedades de los vasos sanguíneos,1,Definitivo,ECM37856
2000,all,10-14,,Otras enfermedades del corazón,12,Definitivo,ECM37859
2000,all,10-14,,Otras enfermedades del sistema digestivo,1,Definitivo,ECM38191
2000,all,10-14,,Otras enfermedades del sistema genitourinario,0,Definitivo,ECM39099
2000,all,10-14,,Otras enfermedades del sistema nervioso y de los órganos de los sentidos,37,Definitivo,ECM37319
2000,all,10-14,,Otras enfermedades del sistema osteomuscular y del tejido conjuntivo,0,Definitivo,ECM38852
2000,all,10-14,,Otras enfermedades del sistema respiratorio,1,Definitivo,ECM452894
2000,all,10-14,,"Otras enfermedades endocrinas, nutricionales y metabólicas",5,Definitivo,ECM36883
2000,all,10-14,,Otras enfermedades isquémicas del corazón,0,Definitivo,ECM37861
2000,all,10-14,,"Otras malformaciones congénitas, deformidades y anomalías cromosómicas",8,Definitivo,ECM39293
2000,all,10-14,,Otros accidentes,16,Definitivo,ECM40319
2000,all,10-14,,Otros accidentes de transporte,6,Definitivo,ECM40325
2000,all,10-14,,Otros envenenamientos accidentales,1,Definitivo,ECM40320
2000,all,10-14,,Otros trastornos mentales y del comportamiento,0,Definitivo,ECM37125
2000,all,10-14,,Otros tumores de comportamiento incierto o desconocido,11,Definitivo,ECM36476
2000,all,10-14,,Otros tumores malignos de la piel y de los tejidos blandos,4,Definitivo,ECM36495
2000,all,10-14,,Otros tumores malignos de las vías urinarias,0,Definitivo,ECM36485
2000,all,10-14,,Otros tumores malignos digestivos,0,Definitivo,ECM36501
2000,all,10-14,,Otros tumores malignos neurológicos y endocrinos,4,Definitivo,ECM36483
2000,all,10-14,,Otros tumores malignos respiratorios e intratorácicos,0,Definitivo,ECM36498
2000,all,10-14,,"Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad",9,Definitivo,ECM39543
2000,all,10-14,,Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos,1,Definitivo,ECM34116
2000,all,10-14,,"Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",0,Definitivo,ECM39540
2000,all,10-14,,SIDA,2,Definitivo,ECM34242
2000,all,10-14,,Senilidad,0,Definitivo,ECM39542
2000,all,10-14,,Septicemia,3,Definitivo,ECM34368
2000,all,10-14,,Suicidio y lesiones autoinfligidas,9,Definitivo,ECM40318
2000,all,10-14,,Síndrome inflamatorio multisistémico asociado COVID-19,0,Definitivo,ECM469734
2000,all,10-14,,Síndrome mielodisplásico,2,Definitivo,ECM36477
2000,all,10-14,,Trastornos mentales debidos al uso de alcohol,0,Definitivo,ECM37127
2000,all,10-14,,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0,Definitivo,ECM37126
2000,all,10-14,,"Trastornos mentales orgánicos, senil y presenil",0,Definitivo,ECM37128
2000,all,10-14,,Tuberculosis y sus efectos tardíos,0,Definitivo,ECM34494
2000,all,10-14,,Tumor maligno de la laringe,0,Definitivo,ECM36500
2000,all,10-14,,Tumor maligno de la mama,0,Definitivo,ECM36494
2000,all,10-14,,Tumor maligno de la próstata,0,Definitivo,ECM36489
2000,all,10-14,,"Tumor maligno de la tráquea, de los bronquios y del pulmón",0,Definitivo,ECM36499
2000,all,10-14,,Tumor maligno de la vejiga,0,Definitivo,ECM36486
2000,all,10-14,,Tumor maligno de otras partes del útero,0,Definitivo,ECM36492
2000,all,10-14,,"Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados",3,Definitivo,ECM36482
2000,all,10-14,,Tumor maligno del colon,0,Definitivo,ECM36505
2000,all,10-14,,Tumor maligno del cuello del útero,0,Definitivo,ECM36493
2000,all,10-14,,Tumor maligno del encéfalo,8,Definitivo,ECM36484
2000,all,10-14,,Tumor maligno del estómago,0,Definitivo,ECM36506
2000,all,10-14,,Tumor maligno del esófago,0,Definitivo,ECM36507
2000,all,10-14,,Tumor maligno del hígado y vías biliares intrahepáticas,1,Definitivo,ECM36503
2000,all,10-14,,"Tumor maligno del labio, de la cavidad bucal y de la faringe",0,Definitivo,ECM36508
2000,all,10-14,,Tumor maligno del ovario,0,Definitivo,ECM36491
2000,all,10-14,,Tumor maligno del páncreas,0,Definitivo,ECM36502
2000,all,10-14,,"Tumor maligno del recto, de la porción rectosigmoide y del ano",0,Definitivo,ECM36504
2000,all,10-14,,"Tumor maligno del riñón, excepto pelvis renal",0,Definitivo,ECM36487
2000,all,10-14,,Tumores benignos,0,Definitivo,ECM36478
2000,all,10-14,,Tumores in situ,0,Definitivo,ECM36479
2000,all,10-14,,Tumores malignos de otros órganos genitales femeninos,0,Definitivo,ECM36490
2000,all,10-14,,Tumores malignos de otros órganos genitales masculinos,0,Definitivo,ECM36488
2000,all,10-14,,Tumores malignos del hueso y de los cartílagos articulares,7,Definitivo,ECM36497
2000,all,10-14,,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia",9,Definitivo,ECM36481
2000,all,10-14,,"VIH+ (portador, evidencias de laboratorio del VIH, ...)",0,Definitivo,ECM34179
2000,all,10-14,,"Úlcera de estómago, duodeno y yeyuno",0,Definitivo,ECM38195
2000,all,10-14,I,Enfermedades infecciosas y parasitarias,6,Definitivo,ECM1418
2000,all,10-14,I-XXII,Todas las causas,365,Definitivo,ECM1481
2000,all,10-14,II,Tumores,80,Definitivo,ECM1355
2000,all,10-14,III,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",6,Definitivo,ECM1292
2000,all,10-14,IV,"Enfermedades endocrinas, nutricionales y metabólicas",5,Definitivo,ECM1229
2000,all,10-14,IX,Enfermedades del sistema circulatorio,21,Definitivo,ECM1040
2000,all,10-14,V,Trastornos mentales y del comportamiento,0,Definitivo,ECM1166
2000,all,10-14,VI-VIII,Enfermedades del sistema nervioso y de los órganos de los sentidos,38,Definitivo,ECM1103
2000,all,10-14,X,Enfermedades del sistema respiratorio,8,Definitivo,ECM977
2000,all,10-14,XI,Enfermedades del sistema digestivo,1,Definitivo,ECM914
2000,all,10-14,XII,Enfermedades de la piel y del tejido subcutáneo,0,Definitivo,ECM851
2000,all,10-14,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,Definitivo,ECM788
2000,all,10-14,XIV,Enfermedades del sistema genitourinario,0,Definitivo,ECM725
2000,all,10-14,XV,"Embarazo, parto y puerperio",0,Definitivo,ECM662
2000,all,10-14,XVI,Afecciones originadas en el periodo perinatal,1,Definitivo,ECM599
2000,all,10-14,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",20,Definitivo,ECM536
2000,all,10-14,XVIII,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",9,Definitivo,ECM473
2000,all,10-14,XX,Causas externas de mortalidad,170,Definitivo,ECM410
2000,all,15-19,,Accidentes de tráfico,525,Definitivo,ECM40313
2000,all,15-19,,"Accidentes por fuego, humo y sustancias calientes",3,Definitivo,ECM40309
2000,all,15-19,,Agresiones (homicidio),8,Definitivo,ECM40304
2000,all,15-19,,"Ahogamiento, sumersión y sofocación accidentales",32,Definitivo,ECM40310
2000,all,15-19,,Artritis reumatoide y osteoartrosis,0,Definitivo,ECM38851
2000,all,15-19,,Asma,4,Definitivo,ECM452890
2000,all,15-19,,Aterosclerosis,0,Definitivo,ECM37848
2000,all,15-19,,COVID-19. Virus identificado,0,Definitivo,ECM462139
2000,all,15-19,,COVID-19. Virus no identificado (sospechoso),0,Definitivo,ECM462073
2000,all,15-19,,Caídas accidentales,19,Definitivo,ECM40311
2000,all,15-19,,Ciertos trastornos que afectan al mecanismo de la inmunidad,1,Definitivo,ECM36755
2000,all,15-19,,Cirrosis y otras enfermedades crónicas del hígado,1,Definitivo,ECM38187
2000,all,15-19,,Complicaciones de la atención médica y quirúrgica,2,Definitivo,ECM40302
2000,all,15-19,,Diabetes mellitus,1,Definitivo,ECM36882
2000,all,15-19,,Enfermedad de Alzheimer,0,Definitivo,ECM37317
2000,all,15-19,,Enfermedad meningocócica,15,Definitivo,ECM34430
2000,all,15-19,,Enfermedad vascular intestinal,2,Definitivo,ECM38188
2000,all,15-19,,Enfermedades cardíacas reumáticas crónicas,1,Definitivo,ECM37855
2000,all,15-19,,Enfermedades cerebrovasculares,9,Definitivo,ECM37849
2000,all,15-19,,Enfermedades crónicas de las vías respiratorias inferiores (excepto asma),2,Definitivo,ECM452891
2000,all,15-19,,Enfermedades de la sangre y de los órganos hematopoyéticos,4,Definitivo,ECM36756
2000,all,15-19,,Enfermedades de los órganos genitales femeninos y trastornos de la mama,0,Definitivo,ECM39096
2000,all,15-19,,Enfermedades de los órganos genitales masculinos,0,Definitivo,ECM39097
2000,all,15-19,,Enfermedades del riñón y del uréter,6,Definitivo,ECM39098
2000,all,15-19,,Enfermedades hipertensivas,1,Definitivo,ECM37854
2000,all,15-19,,Enfermedades infecciosas intestinales,1,Definitivo,ECM34556
2000,all,15-19,,Enteritis y colitis no infecciosas,0,Definitivo,ECM38189
2000,all,15-19,,Envenenamiento accidental por psicofármacos y drogas de abuso,21,Definitivo,ECM40308
2000,all,15-19,,Eventos de intención no determinada,2,Definitivo,ECM40303
2000,all,15-19,,Hepatitis vírica,1,Definitivo,ECM34304
2000,all,15-19,,Infarto agudo de miocardio,3,Definitivo,ECM37853
2000,all,15-19,,Influenza (gripe) (incluye gripe aviar y gripe A),1,Definitivo,ECM452893
2000,all,15-19,,Insuficiencia cardíaca,4,Definitivo,ECM37851
2000,all,15-19,,Insuficiencia respiratoria,5,Definitivo,ECM452889
2000,all,15-19,,Leucemia,39,Definitivo,ECM36447
2000,all,15-19,,Malformaciones congénitas del sistema circulatorio,20,Definitivo,ECM39291
2000,all,15-19,,Malformaciones congénitas del sistema nervioso,8,Definitivo,ECM39292
2000,all,15-19,,Melanoma maligno de la piel,2,Definitivo,ECM36463
2000,all,15-19,,Meningitis (otras en 003),0,Definitivo,ECM37318
2000,all,15-19,,Muerte súbita infantil,0,Definitivo,ECM39537
2000,all,15-19,,Neumonía,2,Definitivo,ECM452892
2000,all,15-19,,Osteoporosis y fractura patológica,0,Definitivo,ECM38850
2000,all,15-19,,Otras causas externas y sus efectos tardíos,0,Definitivo,ECM40301
2000,all,15-19,,Otras enfermedades de los vasos sanguíneos,2,Definitivo,ECM37847
2000,all,15-19,,Otras enfermedades del corazón,18,Definitivo,ECM37850
2000,all,15-19,,Otras enfermedades del sistema digestivo,10,Definitivo,ECM38186
2000,all,15-19,,Otras enfermedades del sistema genitourinario,1,Definitivo,ECM39095
2000,all,15-19,,Otras enfermedades del sistema nervioso y de los órganos de los sentidos,62,Definitivo,ECM37316
2000,all,15-19,,Otras enfermedades del sistema osteomuscular y del tejido conjuntivo,7,Definitivo,ECM38849
2000,all,15-19,,Otras enfermedades del sistema respiratorio,12,Definitivo,ECM452888
2000,all,15-19,,"Otras enfermedades endocrinas, nutricionales y metabólicas",12,Definitivo,ECM36881
2000,all,15-19,,Otras enfermedades isquémicas del corazón,2,Definitivo,ECM37852
2000,all,15-19,,"Otras malformaciones congénitas, deformidades y anomalías cromosómicas",6,Definitivo,ECM39290
2000,all,15-19,,Otros accidentes,63,Definitivo,ECM40306
2000,all,15-19,,Otros accidentes de transporte,23,Definitivo,ECM40312
2000,all,15-19,,Otros envenenamientos accidentales,7,Definitivo,ECM40307
2000,all,15-19,,Otros trastornos mentales y del comportamiento,1,Definitivo,ECM37121
2000,all,15-19,,Otros tumores de comportamiento incierto o desconocido,12,Definitivo,ECM36443
2000,all,15-19,,Otros tumores malignos de la piel y de los tejidos blandos,8,Definitivo,ECM36462
2000,all,15-19,,Otros tumores malignos de las vías urinarias,0,Definitivo,ECM36452
2000,all,15-19,,Otros tumores malignos digestivos,3,Definitivo,ECM36468
2000,all,15-19,,Otros tumores malignos neurológicos y endocrinos,2,Definitivo,ECM36450
2000,all,15-19,,Otros tumores malignos respiratorios e intratorácicos,2,Definitivo,ECM36465
2000,all,15-19,,"Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad",22,Definitivo,ECM39539
2000,all,15-19,,Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos,6,Definitivo,ECM34115
2000,all,15-19,,"Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",5,Definitivo,ECM39536
2000,all,15-19,,SIDA,0,Definitivo,ECM34241
2000,all,15-19,,Senilidad,0,Definitivo,ECM39538
2000,all,15-19,,Septicemia,3,Definitivo,ECM34367
2000,all,15-19,,Suicidio y lesiones autoinfligidas,89,Definitivo,ECM40305
2000,all,15-19,,Síndrome inflamatorio multisistémico asociado COVID-19,0,Definitivo,ECM469733
2000,all,15-19,,Síndrome mielodisplásico,0,Definitivo,ECM36444
2000,all,15-19,,Trastornos mentales debidos al uso de alcohol,0,Definitivo,ECM37123
2000,all,15-19,,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0,Definitivo,ECM37122
2000,all,15-19,,"Trastornos mentales orgánicos, senil y presenil",0,Definitivo,ECM37124
2000,all,15-19,,Tuberculosis y sus efectos tardíos,0,Definitivo,ECM34493
2000,all,15-19,,Tumor maligno de la laringe,0,Definitivo,ECM36467
2000,all,15-19,,Tumor maligno de la mama,0,Definitivo,ECM36461
2000,all,15-19,,Tumor maligno de la próstata,0,Definitivo,ECM36456
2000,all,15-19,,"Tumor maligno de la tráquea, de los bronquios y del pulmón",0,Definitivo,ECM36466
2000,all,15-19,,Tumor maligno de la vejiga,0,Definitivo,ECM36453
2000,all,15-19,,Tumor maligno de otras partes del útero,0,Definitivo,ECM36459
2000,all,15-19,,"Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados",9,Definitivo,ECM36449
2000,all,15-19,,Tumor maligno del colon,0,Definitivo,ECM36472
2000,all,15-19,,Tumor maligno del cuello del útero,0,Definitivo,ECM36460
2000,all,15-19,,Tumor maligno del encéfalo,9,Definitivo,ECM36451
2000,all,15-19,,Tumor maligno del estómago,1,Definitivo,ECM36473
