year,sex,age_group,population_july1
2018,all,50-54,3611167
2018,all,55-59,3231685
2018,all,60-64,2751024
2018,all,65-69,2396060
2018,all,70-74,2145840
2018,all,75-79,1572910
2018,all,80-84,1381230
2018,all,85-89,958721
2018,all,90-94,404958
2018,all,95+,112931
2018,all,<1,376303
2018,female,1-4,820101
2018,female,10-14,1193642
2018,female,15-19,1106623
2018,female,20-24,1107695
2018,female,25-29,1250421
2018,female,30-34,1427976
2018,female,35-39,1755021
2018,female,40-44,1963646
2018,female,45-49,1873896
2018,female,5-9,1152163
2018,female,50-54,1810395
2018,female,55-59,1641614
2018,female,60-64,1417375
2018,female,65-69,1254008
2018,female,70-74,1154747
2018,female,75-79,878734
2018,female,80-84,823415
2018,female,85-89,612529
2018,female,90-94,282333
2018,female,95+,85730
2018,female,<1,182664
2018,male,1-4,869979
2018,male,10-14,1263851
2018,male,15-19,1174419
2018,male,20-24,1157319
2018,male,25-29,1273272
2018,male,30-34,1426397
2018,male,35-39,1783305
2018,male,40-44,2030172
2018,male,45-49,1916934
2018,male,5-9,1225722
2018,male,50-54,1800772
2018,male,55-59,1590071
2018,male,60-64,1333649
2018,male,65-69,1142052
2018,male,70-74,991093
2018,male,75-79,694176
2018,male,80-84,557815
2018,male,85-89,346192
2018,male,90-94,122625
2018,male,95+,27201
2018,male,<1,193639
2019,all,1-4,1658415
2019,all,10-14,2501131
2019,all,15-19,2348774
2019,all,20-24,2307103
2019,all,25-29,2541207
2019,all,30-34,2823377
2019,all,35-39,3423300
2019,all,40-44,3994848
2019,all,45-49,3852772
2019,all,5-9,2329677
2019,all,50-54,3651456
2019,all,55-59,3314580
2019,all,60-64,2854309
2019,all,65-69,2409567
2019,all,70-74,2193813
2019,all,75-79,1683857
2019,all,80-84,1310815
2019,all,85-89,982767
2019,all,90-94,424360
2019,all,95+,120625
2019,all,<1,361025
2019,female,1-4,804916
2019,female,10-14,1213807
2019,female,15-19,1138037
2019,female,20-24,1126378
2019,female,25-29,1255420
2019,female,30-34,1410700
2019,female,35-39,1703083
2019,female,40-44,1968133
2019,female,45-49,1904093
2019,female,5-9,1129113
2019,female,50-54,1829963
2019,female,55-59,1683915
2019,female,60-64,1470578
2019,female,65-69,1260913
2019,female,70-74,1180354
2019,female,75-79,938245
2019,female,80-84,781079
2019,female,85-89,626087
2019,female,90-94,294944
2019,female,95+,91446
2019,female,<1,175748
2019,male,1-4,853499
2019,male,10-14,1287324
2019,male,15-19,1210737
2019,male,20-24,1180725
2019,male,25-29,1285787
2019,male,30-34,1412677
2019,male,35-39,1720217
2019,male,40-44,2026715
2019,male,45-49,1948679
2019,male,5-9,1200564
2019,male,50-54,1821493
2019,male,55-59,1630665
2019,male,60-64,1383731
2019,male,65-69,1148654
2019,male,70-74,1013459
2019,male,75-79,745612
2019,male,80-84,529736
2019,male,85-89,356680
2019,male,90-94,129416
2019,male,95+,29179
2019,male,<1,185277
2020,all,1-4,1603973
2020,all,10-14,2522432
2020,all,15-19,2400952
2020,all,20-24,2359375
2020,all,25-29,2547372
2020,all,30-34,2799018
2020,all,35-39,3312089
2020,all,40-44,3955761
2020,all,45-49,3918800
2020,all,5-9,2296690
2020,all,50-54,3683454
2020,all,55-59,3392221
2020,all,60-64,2958179
2020,all,65-69,2450693
2020,all,70-74,2205781
2020,all,75-79,1756539
2020,all,80-84,1280607
2020,all,85-89,988234
2020,all,90-94,437604
2020,all,95+,124072
2020,all,<1,351006
2020,female,1-4,779214
2020,female,10-14,1223325
2020,female,15-19,1163188
2020,female,20-24,1150193
2020,female,25-29,1255376
2020,female,30-34,1396154
2020,female,35-39,1651651
2020,female,40-44,1953616
2020,female,45-49,1936691
2020,female,5-9,1113557
2020,female,50-54,1844355
2020,female,55-59,1723470
2020,female,60-64,1523981
2020,female,65-69,1283317
2020,female,70-74,1186959
2020,female,75-79,978197
2020,female,80-84,761706
2020,female,85-89,628539
2020,female,90-94,303439
2020,female,95+,94093
2020,female,<1,170813
2020,male,1-4,824759
2020,male,10-14,1299107
2020,male,15-19,1237764
2020,male,20-24,1209182
2020,male,25-29,1291996
2020,male,30-34,1402864
2020,male,35-39,1660438
2020,male,40-44,2002145
2020,male,45-49,1982109
2020,male,5-9,1183133
2020,male,50-54,1839099
2020,male,55-59,1668751
2020,male,60-64,1434198
2020,male,65-69,1167376
2020,male,70-74,1018822
2020,male,75-79,778342
2020,male,80-84,518901
2020,male,85-89,359695
2020,male,90-94,134165
2020,male,95+,29979
2020,male,<1,180193
2021,all,1-4,1533431
2021,all,10-14,2516246
2021,all,15-19,2436768
2021,all,20-24,2378969
2021,all,25-29,2517756
2021,all,30-34,2754706
2021,all,35-39,3176167
2021,all,40-44,3866751
2021,all,45-49,3971598
2021,all,5-9,2252820
2021,all,50-54,3717783
2021,all,55-59,3455499
2021,all,60-64,3044537
2021,all,65-69,2511868
2021,all,70-74,2213620
2021,all,75-79,1805839
2021,all,80-84,1277648
2021,all,85-89,999335
2021,all,90-94,457613
2021,all,95+,130421
2021,all,<1,327461
2021,female,1-4,745443
2021,female,10-14,1219543
2021,female,15-19,1180935
2021,female,20-24,1155956
2021,female,25-29,1237874
2021,female,30-34,1371127
2021,female,35-39,1587291
2021,female,40-44,1914383
2021,female,45-49,1962554
2021,female,5-9,1092751
2021,female,50-54,1857492
2021,female,55-59,1753135
2021,female,60-64,1568026
2021,female,65-69,1314990
2021,female,70-74,1189678
2021,female,75-79,1005618
2021,female,80-84,756010
2021,female,85-89,635225
2021,female,90-94,316965
2021,female,95+,99306
2021,female,<1,159144
2021,male,1-4,787988
2021,male,10-14,1296703
2021,male,15-19,1255833
2021,male,20-24,1223013
2021,male,25-29,1279882
2021,male,30-34,1383579
2021,male,35-39,1588876
2021,male,40-44,1952368
2021,male,45-49,2009044
2021,male,5-9,1160069
2021,male,50-54,1860291
2021,male,55-59,1702364
2021,male,60-64,1476511
2021,male,65-69,1196878
2021,male,70-74,1023942
2021,male,75-79,800221
2021,male,80-84,521638
2021,male,85-89,364110
2021,male,90-94,140648
2021,male,95+,31115
2021,male,<1,168317
2022,all,1-4,1472575
2022,all,10-14,2529213
2022,all,15-19,2515898
2022,all,20-24,2448982
2022,all,25-29,2548679
2022,all,30-34,2768924
2022,all,35-39,3104551
2022,all,40-44,3775481
2022,all,45-49,4029067
2022,all,5-9,2229433
2022,all,50-54,3775904
2022,all,55-59,3534478
2022,all,60-64,3125781
2022,all,65-69,2585778
2022,all,70-74,2262837
2022,all,75-79,1878752
2022,all,80-84,1249260
2022,all,85-89,998794
2022,all,90-94,475171
2022,all,95+,135166
2022,all,<1,336630
2022,female,1-4,715949
2022,female,10-14,1226187
2022,female,15-19,1218148
2022,female,20-24,1188096
2022,female,25-29,1253319
2022,female,30-34,1375513
2022,female,35-39,1556881
2022,female,40-44,1877876
2022,female,45-49,1992798
2022,female,5-9,1082217
2022,female,50-54,1886845
2022,female,55-59,1793288
2022,female,60-64,1609859
2022,female,65-69,1355931
2022,female,70-74,1215360
2022,female,75-79,1047548
2022,female,80-84,735013
2022,female,85-89,634737
2022,female,90-94,327693
2022,female,95+,103140
2022,female,<1,163031
2022,male,1-4,756626
2022,male,10-14,1303026
2022,male,15-19,1297750
2022,male,20-24,1260886
2022,male,25-29,1295360
2022,male,30-34,1393411
2022,male,35-39,1547670
2022,male,40-44,1897605
2022,male,45-49,2036269
2022,male,5-9,1147216
2022,male,50-54,1889059
2022,male,55-59,1741190
2022,male,60-64,1515922
2022,male,65-69,1229847
2022,male,70-74,1047477
2022,male,75-79,831204
2022,male,80-84,514247
2022,male,85-89,364057
2022,male,90-94,147478
2022,male,95+,32026
2022,male,<1,173599
2023,all,1-4,1440199
2023,all,10-14,2505799
2023,all,15-19,2596832
2023,all,20-24,2548090
2023,all,25-29,2593315
2023,all,30-34,2819626
2023,all,35-39,3073085
2023,all,40-44,3681171
2023,all,45-49,4080337
2023,all,5-9,2209380
2023,all,50-54,3828620
2023,all,55-59,3619018
2023,all,60-64,3193073
2023,all,65-69,2679653
2023,all,70-74,2267496
2023,all,75-79,1954224
2023,all,80-84,1302917
2023,all,85-89,970537
2023,all,90-94,492778
2023,all,95+,140426
2023,all,<1,323944
2023,female,1-4,700199
2023,female,10-14,1214971
2023,female,15-19,1257128
2023,female,20-24,1235708
2023,female,25-29,1272248
2023,female,30-34,1397777
2023,female,35-39,1541200
2023,female,40-44,1837023
2023,female,45-49,2023009
2023,female,5-9,1072276
2023,female,50-54,1912440
2023,female,55-59,1835987
2023,female,60-64,1644037
2023,female,65-69,1406358
2023,female,70-74,1217316
2023,female,75-79,1089068
2023,female,80-84,762959
2023,female,85-89,615550
2023,female,90-94,338935
2023,female,95+,106653
2023,female,<1,157747
2023,male,1-4,740000
2023,male,10-14,1290828
2023,male,15-19,1339704
2023,male,20-24,1312382
2023,male,25-29,1321067
2023,male,30-34,1421849
2023,male,35-39,1531885
2023,male,40-44,1844148
2023,male,45-49,2057328
2023,male,5-9,1137104
2023,male,50-54,1916180
2023,male,55-59,1783031
2023,male,60-64,1549036
2023,male,65-69,1273295
2023,male,70-74,1050180
2023,male,75-79,865156
2023,male,80-84,539958
2023,male,85-89,354987
2023,male,90-94,153843
2023,male,95+,33773
2023,male,<1,166197
2024,all,1-4,1409470
2024,all,10-14,2480540
2024,all,15-19,2667627
2024,all,20-24,2637908
2024,all,25-29,2648465
2024,all,30-34,2855718
2024,all,35-39,3057268
2024,all,40-44,3587933
2024,all,45-49,4096700
2024,all,5-9,2171243
2024,all,50-54,3901279
2024,all,55-59,3655824
2024,all,60-64,3281220
2024,all,65-69,2782612
2024,all,70-74,2285944
2024,all,75-79,1992787
2024,all,80-84,1406469
2024,all,85-89,921872
2024,all,90-94,511049
2024,all,95+,149492
2024,all,<1,320516
2024,female,1-4,685056
2024,female,10-14,1202941
2024,female,15-19,1287752
2024,female,20-24,1278031
2024,female,25-29,1294695
2024,female,30-34,1409729
2024,female,35-39,1529441
2024,female,40-44,1794391
2024,female,45-49,2034828
2024,female,5-9,1055116
2024,female,50-54,1947620
2024,female,55-59,1853354
2024,female,60-64,1689221
2024,female,65-69,1459256
2024,female,70-74,1226257
2024,female,75-79,1110132
2024,female,80-84,820971
2024,female,85-89,583900
2024,female,90-94,350145
2024,female,95+,113032
2024,female,<1,155756
2024,male,1-4,724414
2024,male,10-14,1277599
2024,male,15-19,1379875
2024,male,20-24,1359877
2024,male,25-29,1353770
2024,male,30-34,1445989
2024,male,35-39,1527827
2024,male,40-44,1793542
2024,male,45-49,2061872
2024,male,5-9,1116127
2024,male,50-54,1953659
2024,male,55-59,1802470
2024,male,60-64,1591999
2024,male,65-69,1323356
2024,male,70-74,1059687
2024,male,75-79,882655
2024,male,80-84,585498
2024,male,85-89,337972
2024,male,90-94,160904
2024,male,95+,36460
2024,male,<1,164760
