year,sex,age_group,cause,deaths
2022,male,20-24,Accidentes de tráfico,102
2022,male,20-24,Agresiones (homicidio),13
2022,male,20-24,Envenenamiento accidental por psicofármacos y drogas de abuso,30
2022,male,20-24,Eventos de intención no determinada,3
2022,male,20-24,Suicidio y lesiones autoinfligidas,92
2022,male,20-24,Todas las causas,533
2022,male,20-24,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2022,male,25-29,Accidentes de tráfico,96
2022,male,25-29,Agresiones (homicidio),18
2022,male,25-29,Envenenamiento accidental por psicofármacos y drogas de abuso,32
2022,male,25-29,Eventos de intención no determinada,4
2022,male,25-29,Suicidio y lesiones autoinfligidas,88
2022,male,25-29,Todas las causas,554
2022,male,25-29,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2022,male,30-34,Accidentes de tráfico,95
2022,male,30-34,Agresiones (homicidio),13
2022,male,30-34,Envenenamiento accidental por psicofármacos y drogas de abuso,53
2022,male,30-34,Eventos de intención no determinada,3
2022,male,30-34,Suicidio y lesiones autoinfligidas,161
2022,male,30-34,Todas las causas,851
2022,male,30-34,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2022,male,35-39,Accidentes de tráfico,92
2022,male,35-39,Agresiones (homicidio),17
2022,male,35-39,Envenenamiento accidental por psicofármacos y drogas de abuso,77
2022,male,35-39,Eventos de intención no determinada,3
2022,male,35-39,Suicidio y lesiones autoinfligidas,175
2022,male,35-39,Todas las causas,1169
2022,male,35-39,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2022,male,40-44,Accidentes de tráfico,138
2022,male,40-44,Agresiones (homicidio),25
2022,male,40-44,Envenenamiento accidental por psicofármacos y drogas de abuso,134
2022,male,40-44,Eventos de intención no determinada,3
2022,male,40-44,Suicidio y lesiones autoinfligidas,273
2022,male,40-44,Todas las causas,2228
2022,male,40-44,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",6
2022,male,45-49,Accidentes de tráfico,132
2022,male,45-49,Agresiones (homicidio),20
2022,male,45-49,Envenenamiento accidental por psicofármacos y drogas de abuso,118
2022,male,45-49,Eventos de intención no determinada,1
2022,male,45-49,Suicidio y lesiones autoinfligidas,332
2022,male,45-49,Todas las causas,3613
2022,male,45-49,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",5
2022,male,5-9,Accidentes de tráfico,2
2022,male,5-9,Agresiones (homicidio),1
2022,male,5-9,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2022,male,5-9,Eventos de intención no determinada,0
2022,male,5-9,Suicidio y lesiones autoinfligidas,0
2022,male,5-9,Todas las causas,99
2022,male,5-9,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2022,male,50-54,Accidentes de tráfico,118
2022,male,50-54,Agresiones (homicidio),22
2022,male,50-54,Envenenamiento accidental por psicofármacos y drogas de abuso,123
2022,male,50-54,Eventos de intención no determinada,3
2022,male,50-54,Suicidio y lesiones autoinfligidas,352
2022,male,50-54,Todas las causas,6358
2022,male,50-54,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",9
2022,male,55-59,Accidentes de tráfico,111
2022,male,55-59,Agresiones (homicidio),14
2022,male,55-59,Envenenamiento accidental por psicofármacos y drogas de abuso,89
2022,male,55-59,Eventos de intención no determinada,9
2022,male,55-59,Suicidio y lesiones autoinfligidas,354
2022,male,55-59,Todas las causas,10366
2022,male,55-59,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",6
2022,male,60-64,Accidentes de tráfico,123
2022,male,60-64,Agresiones (homicidio),9
2022,male,60-64,Envenenamiento accidental por psicofármacos y drogas de abuso,39
2022,male,60-64,Eventos de intención no determinada,6
2022,male,60-64,Suicidio y lesiones autoinfligidas,297
2022,male,60-64,Todas las causas,14572
2022,male,60-64,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",4
2022,male,65-69,Accidentes de tráfico,79
2022,male,65-69,Agresiones (homicidio),5
2022,male,65-69,Envenenamiento accidental por psicofármacos y drogas de abuso,13
2022,male,65-69,Eventos de intención no determinada,1
2022,male,65-69,Suicidio y lesiones autoinfligidas,197
2022,male,65-69,Todas las causas,18398
2022,male,65-69,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2022,male,70-74,Accidentes de tráfico,75
2022,male,70-74,Agresiones (homicidio),8
2022,male,70-74,Envenenamiento accidental por psicofármacos y drogas de abuso,9
2022,male,70-74,Eventos de intención no determinada,1
2022,male,70-74,Suicidio y lesiones autoinfligidas,188
2022,male,70-74,Todas las causas,23809
2022,male,70-74,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2022,male,75-79,Accidentes de tráfico,71
2022,male,75-79,Agresiones (homicidio),8
2022,male,75-79,Envenenamiento accidental por psicofármacos y drogas de abuso,7
2022,male,75-79,Eventos de intención no determinada,2
2022,male,75-79,Suicidio y lesiones autoinfligidas,162
2022,male,75-79,Todas las causas,30732
2022,male,75-79,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2022,male,80-84,Accidentes de tráfico,44
2022,male,80-84,Agresiones (homicidio),2
2022,male,80-84,Envenenamiento accidental por psicofármacos y drogas de abuso,9
2022,male,80-84,Eventos de intención no determinada,3
2022,male,80-84,Suicidio y lesiones autoinfligidas,155
2022,male,80-84,Todas las causas,32962
2022,male,80-84,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2022,male,85-89,Accidentes de tráfico,53
2022,male,85-89,Agresiones (homicidio),0
2022,male,85-89,Envenenamiento accidental por psicofármacos y drogas de abuso,14
2022,male,85-89,Eventos de intención no determinada,2
2022,male,85-89,Suicidio y lesiones autoinfligidas,159
2022,male,85-89,Todas las causas,43790
2022,male,85-89,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2022,male,90-94,Accidentes de tráfico,13
2022,male,90-94,Agresiones (homicidio),1
2022,male,90-94,Envenenamiento accidental por psicofármacos y drogas de abuso,9
2022,male,90-94,Eventos de intención no determinada,1
2022,male,90-94,Suicidio y lesiones autoinfligidas,72
2022,male,90-94,Todas las causas,31711
2022,male,90-94,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2022,male,95+,Accidentes de tráfico,1
2022,male,95+,Agresiones (homicidio),0
2022,male,95+,Envenenamiento accidental por psicofármacos y drogas de abuso,5
2022,male,95+,Eventos de intención no determinada,0
2022,male,95+,Suicidio y lesiones autoinfligidas,16
2022,male,95+,Todas las causas,11483
2022,male,95+,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2022,male,<1,Accidentes de tráfico,0
2022,male,<1,Agresiones (homicidio),2
2022,male,<1,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2022,male,<1,Eventos de intención no determinada,0
2022,male,<1,Suicidio y lesiones autoinfligidas,0
2022,male,<1,Todas las causas,499
2022,male,<1,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2022,male,all,Accidentes de tráfico,1411
2022,male,all,Agresiones (homicidio),199
2022,male,all,Envenenamiento accidental por psicofármacos y drogas de abuso,768
2022,male,all,Eventos de intención no determinada,46
2022,male,all,Suicidio y lesiones autoinfligidas,3126
2022,male,all,Todas las causas,234362
2022,male,all,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",37
2023,all,1-4,Accidentes de tráfico,13
2023,all,1-4,Agresiones (homicidio),2
2023,all,1-4,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2023,all,1-4,Eventos de intención no determinada,0
2023,all,1-4,Suicidio y lesiones autoinfligidas,0
2023,all,1-4,Todas las causas,229
2023,all,1-4,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,all,10-14,Accidentes de tráfico,14
2023,all,10-14,Agresiones (homicidio),0
2023,all,10-14,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2023,all,10-14,Eventos de intención no determinada,0
2023,all,10-14,Suicidio y lesiones autoinfligidas,10
2023,all,10-14,Todas las causas,188
2023,all,10-14,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,all,15-19,Accidentes de tráfico,89
2023,all,15-19,Agresiones (homicidio),4
2023,all,15-19,Envenenamiento accidental por psicofármacos y drogas de abuso,9
2023,all,15-19,Eventos de intención no determinada,1
2023,all,15-19,Suicidio y lesiones autoinfligidas,66
2023,all,15-19,Todas las causas,444
2023,all,15-19,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,all,20-24,Accidentes de tráfico,124
2023,all,20-24,Agresiones (homicidio),13
2023,all,20-24,Envenenamiento accidental por psicofármacos y drogas de abuso,28
2023,all,20-24,Eventos de intención no determinada,0
2023,all,20-24,Suicidio y lesiones autoinfligidas,127
2023,all,20-24,Todas las causas,728
2023,all,20-24,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,all,25-29,Accidentes de tráfico,108
2023,all,25-29,Agresiones (homicidio),26
2023,all,25-29,Envenenamiento accidental por psicofármacos y drogas de abuso,39
2023,all,25-29,Eventos de intención no determinada,10
2023,all,25-29,Suicidio y lesiones autoinfligidas,161
2023,all,25-29,Todas las causas,825
2023,all,25-29,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,all,30-34,Accidentes de tráfico,108
2023,all,30-34,Agresiones (homicidio),26
2023,all,30-34,Envenenamiento accidental por psicofármacos y drogas de abuso,62
2023,all,30-34,Eventos de intención no determinada,5
2023,all,30-34,Suicidio y lesiones autoinfligidas,210
2023,all,30-34,Todas las causas,1168
2023,all,30-34,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2023,all,35-39,Accidentes de tráfico,112
2023,all,35-39,Agresiones (homicidio),34
2023,all,35-39,Envenenamiento accidental por psicofármacos y drogas de abuso,95
2023,all,35-39,Eventos de intención no determinada,12
2023,all,35-39,Suicidio y lesiones autoinfligidas,251
2023,all,35-39,Todas las causas,1722
2023,all,35-39,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",3
2023,all,40-44,Accidentes de tráfico,129
2023,all,40-44,Agresiones (homicidio),41
2023,all,40-44,Envenenamiento accidental por psicofármacos y drogas de abuso,140
2023,all,40-44,Eventos de intención no determinada,11
2023,all,40-44,Suicidio y lesiones autoinfligidas,355
2023,all,40-44,Todas las causas,3170
2023,all,40-44,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",5
2023,all,45-49,Accidentes de tráfico,142
2023,all,45-49,Agresiones (homicidio),40
2023,all,45-49,Envenenamiento accidental por psicofármacos y drogas de abuso,154
2023,all,45-49,Eventos de intención no determinada,22
2023,all,45-49,Suicidio y lesiones autoinfligidas,445
2023,all,45-49,Todas las causas,5520
2023,all,45-49,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",8
2023,all,5-9,Accidentes de tráfico,5
2023,all,5-9,Agresiones (homicidio),3
2023,all,5-9,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2023,all,5-9,Eventos de intención no determinada,0
2023,all,5-9,Suicidio y lesiones autoinfligidas,0
2023,all,5-9,Todas las causas,169
2023,all,5-9,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,all,50-54,Accidentes de tráfico,167
2023,all,50-54,Agresiones (homicidio),25
2023,all,50-54,Envenenamiento accidental por psicofármacos y drogas de abuso,154
2023,all,50-54,Eventos de intención no determinada,16
2023,all,50-54,Suicidio y lesiones autoinfligidas,441
2023,all,50-54,Todas las causas,9069
2023,all,50-54,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",7
2023,all,55-59,Accidentes de tráfico,183
2023,all,55-59,Agresiones (homicidio),15
2023,all,55-59,Envenenamiento accidental por psicofármacos y drogas de abuso,140
2023,all,55-59,Eventos de intención no determinada,14
2023,all,55-59,Suicidio y lesiones autoinfligidas,457
2023,all,55-59,Todas las causas,14901
2023,all,55-59,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",11
2023,all,60-64,Accidentes de tráfico,132
2023,all,60-64,Agresiones (homicidio),17
2023,all,60-64,Envenenamiento accidental por psicofármacos y drogas de abuso,63
2023,all,60-64,Eventos de intención no determinada,8
2023,all,60-64,Suicidio y lesiones autoinfligidas,362
2023,all,60-64,Todas las causas,20953
2023,all,60-64,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",4
2023,all,65-69,Accidentes de tráfico,108
2023,all,65-69,Agresiones (homicidio),21
2023,all,65-69,Envenenamiento accidental por psicofármacos y drogas de abuso,34
2023,all,65-69,Eventos de intención no determinada,6
2023,all,65-69,Suicidio y lesiones autoinfligidas,292
2023,all,65-69,Todas las causas,26669
2023,all,65-69,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,all,70-74,Accidentes de tráfico,102
2023,all,70-74,Agresiones (homicidio),3
2023,all,70-74,Envenenamiento accidental por psicofármacos y drogas de abuso,19
2023,all,70-74,Eventos de intención no determinada,9
2023,all,70-74,Suicidio y lesiones autoinfligidas,216
2023,all,70-74,Todas las causas,34329
2023,all,70-74,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",3
2023,all,75-79,Accidentes de tráfico,113
2023,all,75-79,Agresiones (homicidio),18
2023,all,75-79,Envenenamiento accidental por psicofármacos y drogas de abuso,17
2023,all,75-79,Eventos de intención no determinada,6
2023,all,75-79,Suicidio y lesiones autoinfligidas,250
2023,all,75-79,Todas las causas,49031
2023,all,75-79,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2023,all,80-84,Accidentes de tráfico,76
2023,all,80-84,Agresiones (homicidio),13
2023,all,80-84,Envenenamiento accidental por psicofármacos y drogas de abuso,22
2023,all,80-84,Eventos de intención no determinada,3
2023,all,80-84,Suicidio y lesiones autoinfligidas,204
2023,all,80-84,Todas las causas,58334
2023,all,80-84,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,all,85-89,Accidentes de tráfico,72
2023,all,85-89,Agresiones (homicidio),5
2023,all,85-89,Envenenamiento accidental por psicofármacos y drogas de abuso,34
2023,all,85-89,Eventos de intención no determinada,2
2023,all,85-89,Suicidio y lesiones autoinfligidas,166
2023,all,85-89,Todas las causas,85598
2023,all,85-89,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,all,90-94,Accidentes de tráfico,26
2023,all,90-94,Agresiones (homicidio),3
2023,all,90-94,Envenenamiento accidental por psicofármacos y drogas de abuso,35
2023,all,90-94,Eventos de intención no determinada,3
2023,all,90-94,Suicidio y lesiones autoinfligidas,86
2023,all,90-94,Todas las causas,80923
2023,all,90-94,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,all,95+,Accidentes de tráfico,4
2023,all,95+,Agresiones (homicidio),0
2023,all,95+,Envenenamiento accidental por psicofármacos y drogas de abuso,13
2023,all,95+,Eventos de intención no determinada,0
2023,all,95+,Suicidio y lesiones autoinfligidas,17
2023,all,95+,Todas las causas,41306
2023,all,95+,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,all,<1,Accidentes de tráfico,0
2023,all,<1,Agresiones (homicidio),7
2023,all,<1,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2023,all,<1,Eventos de intención no determinada,2
2023,all,<1,Suicidio y lesiones autoinfligidas,0
2023,all,<1,Todas las causas,848
2023,all,<1,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,all,all,Accidentes de tráfico,1827
2023,all,all,Agresiones (homicidio),316
2023,all,all,Envenenamiento accidental por psicofármacos y drogas de abuso,1058
2023,all,all,Eventos de intención no determinada,130
2023,all,all,Suicidio y lesiones autoinfligidas,4116
2023,all,all,Todas las causas,436124
2023,all,all,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",43
2023,female,1-4,Accidentes de tráfico,4
2023,female,1-4,Agresiones (homicidio),0
2023,female,1-4,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2023,female,1-4,Eventos de intención no determinada,0
2023,female,1-4,Suicidio y lesiones autoinfligidas,0
2023,female,1-4,Todas las causas,92
2023,female,1-4,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,10-14,Accidentes de tráfico,4
2023,female,10-14,Agresiones (homicidio),0
2023,female,10-14,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2023,female,10-14,Eventos de intención no determinada,0
2023,female,10-14,Suicidio y lesiones autoinfligidas,7
2023,female,10-14,Todas las causas,86
2023,female,10-14,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,15-19,Accidentes de tráfico,27
2023,female,15-19,Agresiones (homicidio),1
2023,female,15-19,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2023,female,15-19,Eventos de intención no determinada,0
2023,female,15-19,Suicidio y lesiones autoinfligidas,29
2023,female,15-19,Todas las causas,164
2023,female,15-19,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,20-24,Accidentes de tráfico,25
2023,female,20-24,Agresiones (homicidio),2
2023,female,20-24,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2023,female,20-24,Eventos de intención no determinada,0
2023,female,20-24,Suicidio y lesiones autoinfligidas,32
2023,female,20-24,Todas las causas,186
2023,female,20-24,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,25-29,Accidentes de tráfico,25
2023,female,25-29,Agresiones (homicidio),8
2023,female,25-29,Envenenamiento accidental por psicofármacos y drogas de abuso,7
2023,female,25-29,Eventos de intención no determinada,2
2023,female,25-29,Suicidio y lesiones autoinfligidas,37
2023,female,25-29,Todas las causas,239
2023,female,25-29,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,30-34,Accidentes de tráfico,19
2023,female,30-34,Agresiones (homicidio),5
2023,female,30-34,Envenenamiento accidental por psicofármacos y drogas de abuso,13
2023,female,30-34,Eventos de intención no determinada,0
2023,female,30-34,Suicidio y lesiones autoinfligidas,59
2023,female,30-34,Todas las causas,351
2023,female,30-34,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,35-39,Accidentes de tráfico,17
2023,female,35-39,Agresiones (homicidio),16
2023,female,35-39,Envenenamiento accidental por psicofármacos y drogas de abuso,15
2023,female,35-39,Eventos de intención no determinada,3
2023,female,35-39,Suicidio y lesiones autoinfligidas,60
2023,female,35-39,Todas las causas,567
2023,female,35-39,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,40-44,Accidentes de tráfico,23
2023,female,40-44,Agresiones (homicidio),10
2023,female,40-44,Envenenamiento accidental por psicofármacos y drogas de abuso,22
2023,female,40-44,Eventos de intención no determinada,2
2023,female,40-44,Suicidio y lesiones autoinfligidas,91
2023,female,40-44,Todas las causas,1144
2023,female,40-44,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,45-49,Accidentes de tráfico,21
2023,female,45-49,Agresiones (homicidio),13
2023,female,45-49,Envenenamiento accidental por psicofármacos y drogas de abuso,34
2023,female,45-49,Eventos de intención no determinada,5
2023,female,45-49,Suicidio y lesiones autoinfligidas,108
2023,female,45-49,Todas las causas,1979
2023,female,45-49,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2023,female,5-9,Accidentes de tráfico,2
2023,female,5-9,Agresiones (homicidio),2
2023,female,5-9,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2023,female,5-9,Eventos de intención no determinada,0
2023,female,5-9,Suicidio y lesiones autoinfligidas,0
2023,female,5-9,Todas las causas,85
2023,female,5-9,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,50-54,Accidentes de tráfico,23
2023,female,50-54,Agresiones (homicidio),7
2023,female,50-54,Envenenamiento accidental por psicofármacos y drogas de abuso,31
2023,female,50-54,Eventos de intención no determinada,3
2023,female,50-54,Suicidio y lesiones autoinfligidas,121
2023,female,50-54,Todas las causas,3125
2023,female,50-54,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,55-59,Accidentes de tráfico,33
2023,female,55-59,Agresiones (homicidio),3
2023,female,55-59,Envenenamiento accidental por psicofármacos y drogas de abuso,16
2023,female,55-59,Eventos de intención no determinada,7
2023,female,55-59,Suicidio y lesiones autoinfligidas,122
2023,female,55-59,Todas las causas,5016
2023,female,55-59,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,60-64,Accidentes de tráfico,23
2023,female,60-64,Agresiones (homicidio),7
2023,female,60-64,Envenenamiento accidental por psicofármacos y drogas de abuso,16
2023,female,60-64,Eventos de intención no determinada,4
2023,female,60-64,Suicidio y lesiones autoinfligidas,93
2023,female,60-64,Todas las causas,6957
2023,female,60-64,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,65-69,Accidentes de tráfico,25
2023,female,65-69,Agresiones (homicidio),6
2023,female,65-69,Envenenamiento accidental por psicofármacos y drogas de abuso,10
2023,female,65-69,Eventos de intención no determinada,1
2023,female,65-69,Suicidio y lesiones autoinfligidas,78
2023,female,65-69,Todas las causas,8918
2023,female,65-69,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,70-74,Accidentes de tráfico,27
2023,female,70-74,Agresiones (homicidio),2
2023,female,70-74,Envenenamiento accidental por psicofármacos y drogas de abuso,10
2023,female,70-74,Eventos de intención no determinada,2
2023,female,70-74,Suicidio y lesiones autoinfligidas,53
2023,female,70-74,Todas las causas,11988
2023,female,70-74,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2023,female,75-79,Accidentes de tráfico,38
2023,female,75-79,Agresiones (homicidio),5
2023,female,75-79,Envenenamiento accidental por psicofármacos y drogas de abuso,10
2023,female,75-79,Eventos de intención no determinada,1
2023,female,75-79,Suicidio y lesiones autoinfligidas,77
2023,female,75-79,Todas las causas,19180
2023,female,75-79,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2023,female,80-84,Accidentes de tráfico,24
2023,female,80-84,Agresiones (homicidio),6
2023,female,80-84,Envenenamiento accidental por psicofármacos y drogas de abuso,12
2023,female,80-84,Eventos de intención no determinada,2
2023,female,80-84,Suicidio y lesiones autoinfligidas,50
2023,female,80-84,Todas las causas,26657
2023,female,80-84,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,85-89,Accidentes de tráfico,27
2023,female,85-89,Agresiones (homicidio),2
2023,female,85-89,Envenenamiento accidental por psicofármacos y drogas de abuso,27
2023,female,85-89,Eventos de intención no determinada,1
2023,female,85-89,Suicidio y lesiones autoinfligidas,36
2023,female,85-89,Todas las causas,47100
2023,female,85-89,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,90-94,Accidentes de tráfico,14
2023,female,90-94,Agresiones (homicidio),1
2023,female,90-94,Envenenamiento accidental por psicofármacos y drogas de abuso,26
2023,female,90-94,Eventos de intención no determinada,1
2023,female,90-94,Suicidio y lesiones autoinfligidas,15
2023,female,90-94,Todas las causas,50883
2023,female,90-94,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,95+,Accidentes de tráfico,2
2023,female,95+,Agresiones (homicidio),0
2023,female,95+,Envenenamiento accidental por psicofármacos y drogas de abuso,7
2023,female,95+,Eventos de intención no determinada,0
2023,female,95+,Suicidio y lesiones autoinfligidas,4
2023,female,95+,Todas las causas,30277
2023,female,95+,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,<1,Accidentes de tráfico,0
2023,female,<1,Agresiones (homicidio),3
2023,female,<1,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2023,female,<1,Eventos de intención no determinada,1
2023,female,<1,Suicidio y lesiones autoinfligidas,0
2023,female,<1,Todas las causas,388
2023,female,<1,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,female,all,Accidentes de tráfico,403
2023,female,all,Agresiones (homicidio),99
2023,female,all,Envenenamiento accidental por psicofármacos y drogas de abuso,259
2023,female,all,Eventos de intención no determinada,35
2023,female,all,Suicidio y lesiones autoinfligidas,1072
2023,female,all,Todas las causas,215382
2023,female,all,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",5
2023,male,1-4,Accidentes de tráfico,9
2023,male,1-4,Agresiones (homicidio),2
2023,male,1-4,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2023,male,1-4,Eventos de intención no determinada,0
2023,male,1-4,Suicidio y lesiones autoinfligidas,0
2023,male,1-4,Todas las causas,137
2023,male,1-4,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,male,10-14,Accidentes de tráfico,10
2023,male,10-14,Agresiones (homicidio),0
2023,male,10-14,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2023,male,10-14,Eventos de intención no determinada,0
2023,male,10-14,Suicidio y lesiones autoinfligidas,3
2023,male,10-14,Todas las causas,102
2023,male,10-14,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,male,15-19,Accidentes de tráfico,62
2023,male,15-19,Agresiones (homicidio),3
2023,male,15-19,Envenenamiento accidental por psicofármacos y drogas de abuso,8
2023,male,15-19,Eventos de intención no determinada,1
2023,male,15-19,Suicidio y lesiones autoinfligidas,37
2023,male,15-19,Todas las causas,280
2023,male,15-19,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,male,20-24,Accidentes de tráfico,99
2023,male,20-24,Agresiones (homicidio),11
2023,male,20-24,Envenenamiento accidental por psicofármacos y drogas de abuso,26
2023,male,20-24,Eventos de intención no determinada,0
2023,male,20-24,Suicidio y lesiones autoinfligidas,95
2023,male,20-24,Todas las causas,542
2023,male,20-24,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,male,25-29,Accidentes de tráfico,83
2023,male,25-29,Agresiones (homicidio),18
2023,male,25-29,Envenenamiento accidental por psicofármacos y drogas de abuso,32
2023,male,25-29,Eventos de intención no determinada,8
2023,male,25-29,Suicidio y lesiones autoinfligidas,124
2023,male,25-29,Todas las causas,586
2023,male,25-29,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2023,male,30-34,Accidentes de tráfico,89
2023,male,30-34,Agresiones (homicidio),21
2023,male,30-34,Envenenamiento accidental por psicofármacos y drogas de abuso,49
2023,male,30-34,Eventos de intención no determinada,5
2023,male,30-34,Suicidio y lesiones autoinfligidas,151
2023,male,30-34,Todas las causas,817
2023,male,30-34,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2023,male,35-39,Accidentes de tráfico,95
2023,male,35-39,Agresiones (homicidio),18
2023,male,35-39,Envenenamiento accidental por psicofármacos y drogas de abuso,80
2023,male,35-39,Eventos de intención no determinada,9
2023,male,35-39,Suicidio y lesiones autoinfligidas,191
2023,male,35-39,Todas las causas,1155
2023,male,35-39,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",3
2023,male,40-44,Accidentes de tráfico,106
2023,male,40-44,Agresiones (homicidio),31
2023,male,40-44,Envenenamiento accidental por psicofármacos y drogas de abuso,118
2023,male,40-44,Eventos de intención no determinada,9
2023,male,40-44,Suicidio y lesiones autoinfligidas,264
2023,male,40-44,Todas las causas,2026
2023,male,40-44,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",5
2023,male,45-49,Accidentes de tráfico,121
