year,sex,age_group,cause,deaths
2002,all,all,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",127
2002,female,1-4,Accidentes de tráfico,19
2002,female,1-4,Agresiones (homicidio),0
2002,female,1-4,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2002,female,1-4,Eventos de intención no determinada,0
2002,female,1-4,Suicidio y lesiones autoinfligidas,0
2002,female,1-4,Todas las causas,174
2002,female,1-4,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,female,10-14,Accidentes de tráfico,26
2002,female,10-14,Agresiones (homicidio),0
2002,female,10-14,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2002,female,10-14,Eventos de intención no determinada,0
2002,female,10-14,Suicidio y lesiones autoinfligidas,1
2002,female,10-14,Todas las causas,122
2002,female,10-14,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,female,15-19,Accidentes de tráfico,85
2002,female,15-19,Agresiones (homicidio),5
2002,female,15-19,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2002,female,15-19,Eventos de intención no determinada,1
2002,female,15-19,Suicidio y lesiones autoinfligidas,20
2002,female,15-19,Todas las causas,268
2002,female,15-19,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,female,20-24,Accidentes de tráfico,132
2002,female,20-24,Agresiones (homicidio),10
2002,female,20-24,Envenenamiento accidental por psicofármacos y drogas de abuso,11
2002,female,20-24,Eventos de intención no determinada,4
2002,female,20-24,Suicidio y lesiones autoinfligidas,26
2002,female,20-24,Todas las causas,425
2002,female,20-24,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2002,female,25-29,Accidentes de tráfico,112
2002,female,25-29,Agresiones (homicidio),9
2002,female,25-29,Envenenamiento accidental por psicofármacos y drogas de abuso,11
2002,female,25-29,Eventos de intención no determinada,1
2002,female,25-29,Suicidio y lesiones autoinfligidas,47
2002,female,25-29,Todas las causas,532
2002,female,25-29,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2002,female,30-34,Accidentes de tráfico,89
2002,female,30-34,Agresiones (homicidio),9
2002,female,30-34,Envenenamiento accidental por psicofármacos y drogas de abuso,13
2002,female,30-34,Eventos de intención no determinada,2
2002,female,30-34,Suicidio y lesiones autoinfligidas,56
2002,female,30-34,Todas las causas,746
2002,female,30-34,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",4
2002,female,35-39,Accidentes de tráfico,68
2002,female,35-39,Agresiones (homicidio),9
2002,female,35-39,Envenenamiento accidental por psicofármacos y drogas de abuso,12
2002,female,35-39,Eventos de intención no determinada,2
2002,female,35-39,Suicidio y lesiones autoinfligidas,56
2002,female,35-39,Todas las causas,1142
2002,female,35-39,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",3
2002,female,40-44,Accidentes de tráfico,56
2002,female,40-44,Agresiones (homicidio),5
2002,female,40-44,Envenenamiento accidental por psicofármacos y drogas de abuso,9
2002,female,40-44,Eventos de intención no determinada,3
2002,female,40-44,Suicidio y lesiones autoinfligidas,66
2002,female,40-44,Todas las causas,1541
2002,female,40-44,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",5
2002,female,45-49,Accidentes de tráfico,68
2002,female,45-49,Agresiones (homicidio),8
2002,female,45-49,Envenenamiento accidental por psicofármacos y drogas de abuso,4
2002,female,45-49,Eventos de intención no determinada,1
2002,female,45-49,Suicidio y lesiones autoinfligidas,65
2002,female,45-49,Todas las causas,2103
2002,female,45-49,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2002,female,5-9,Accidentes de tráfico,22
2002,female,5-9,Agresiones (homicidio),2
2002,female,5-9,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2002,female,5-9,Eventos de intención no determinada,0
2002,female,5-9,Suicidio y lesiones autoinfligidas,0
2002,female,5-9,Todas las causas,122
2002,female,5-9,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,female,50-54,Accidentes de tráfico,75
2002,female,50-54,Agresiones (homicidio),8
2002,female,50-54,Envenenamiento accidental por psicofármacos y drogas de abuso,6
2002,female,50-54,Eventos de intención no determinada,1
2002,female,50-54,Suicidio y lesiones autoinfligidas,58
2002,female,50-54,Todas las causas,2708
2002,female,50-54,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,female,55-59,Accidentes de tráfico,66
2002,female,55-59,Agresiones (homicidio),5
2002,female,55-59,Envenenamiento accidental por psicofármacos y drogas de abuso,4
2002,female,55-59,Eventos de intención no determinada,3
2002,female,55-59,Suicidio y lesiones autoinfligidas,55
2002,female,55-59,Todas las causas,3558
2002,female,55-59,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,female,60-64,Accidentes de tráfico,61
2002,female,60-64,Agresiones (homicidio),9
2002,female,60-64,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2002,female,60-64,Eventos de intención no determinada,2
2002,female,60-64,Suicidio y lesiones autoinfligidas,63
2002,female,60-64,Todas las causas,4568
2002,female,60-64,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,female,65-69,Accidentes de tráfico,104
2002,female,65-69,Agresiones (homicidio),7
2002,female,65-69,Envenenamiento accidental por psicofármacos y drogas de abuso,4
2002,female,65-69,Eventos de intención no determinada,5
2002,female,65-69,Suicidio y lesiones autoinfligidas,80
2002,female,65-69,Todas las causas,8604
2002,female,65-69,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,female,70-74,Accidentes de tráfico,103
2002,female,70-74,Agresiones (homicidio),4
2002,female,70-74,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2002,female,70-74,Eventos de intención no determinada,2
2002,female,70-74,Suicidio y lesiones autoinfligidas,70
2002,female,70-74,Todas las causas,14744
2002,female,70-74,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,female,75-79,Accidentes de tráfico,91
2002,female,75-79,Agresiones (homicidio),7
2002,female,75-79,Envenenamiento accidental por psicofármacos y drogas de abuso,4
2002,female,75-79,Eventos de intención no determinada,2
2002,female,75-79,Suicidio y lesiones autoinfligidas,62
2002,female,75-79,Todas las causas,23843
2002,female,75-79,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,female,80-84,Accidentes de tráfico,64
2002,female,80-84,Agresiones (homicidio),4
2002,female,80-84,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2002,female,80-84,Eventos de intención no determinada,0
2002,female,80-84,Suicidio y lesiones autoinfligidas,41
2002,female,80-84,Todas las causas,32878
2002,female,80-84,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,female,85-89,Accidentes de tráfico,36
2002,female,85-89,Agresiones (homicidio),0
2002,female,85-89,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2002,female,85-89,Eventos de intención no determinada,1
2002,female,85-89,Suicidio y lesiones autoinfligidas,39
2002,female,85-89,Todas las causas,37309
2002,female,85-89,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,female,90-94,Accidentes de tráfico,8
2002,female,90-94,Agresiones (homicidio),1
2002,female,90-94,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2002,female,90-94,Eventos de intención no determinada,0
2002,female,90-94,Suicidio y lesiones autoinfligidas,11
2002,female,90-94,Todas las causas,27891
2002,female,90-94,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,female,95+,Accidentes de tráfico,2
2002,female,95+,Agresiones (homicidio),1
2002,female,95+,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2002,female,95+,Eventos de intención no determinada,0
2002,female,95+,Suicidio y lesiones autoinfligidas,1
2002,female,95+,Todas las causas,11325
2002,female,95+,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,female,<1,Accidentes de tráfico,4
2002,female,<1,Agresiones (homicidio),0
2002,female,<1,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2002,female,<1,Eventos de intención no determinada,0
2002,female,<1,Suicidio y lesiones autoinfligidas,0
2002,female,<1,Todas las causas,746
2002,female,<1,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,female,all,Accidentes de tráfico,1291
2002,female,all,Agresiones (homicidio),103
2002,female,all,Envenenamiento accidental por psicofármacos y drogas de abuso,84
2002,female,all,Eventos de intención no determinada,30
2002,female,all,Suicidio y lesiones autoinfligidas,817
2002,female,all,Todas las causas,175349
2002,female,all,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",17
2002,male,1-4,Accidentes de tráfico,26
2002,male,1-4,Agresiones (homicidio),5
2002,male,1-4,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2002,male,1-4,Eventos de intención no determinada,0
2002,male,1-4,Suicidio y lesiones autoinfligidas,0
2002,male,1-4,Todas las causas,222
2002,male,1-4,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,male,10-14,Accidentes de tráfico,34
2002,male,10-14,Agresiones (homicidio),2
2002,male,10-14,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2002,male,10-14,Eventos de intención no determinada,0
2002,male,10-14,Suicidio y lesiones autoinfligidas,7
2002,male,10-14,Todas las causas,198
2002,male,10-14,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,male,15-19,Accidentes de tráfico,314
2002,male,15-19,Agresiones (homicidio),9
2002,male,15-19,Envenenamiento accidental por psicofármacos y drogas de abuso,10
2002,male,15-19,Eventos de intención no determinada,0
2002,male,15-19,Suicidio y lesiones autoinfligidas,46
2002,male,15-19,Todas las causas,704
2002,male,15-19,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2002,male,20-24,Accidentes de tráfico,577
2002,male,20-24,Agresiones (homicidio),28
2002,male,20-24,Envenenamiento accidental por psicofármacos y drogas de abuso,38
2002,male,20-24,Eventos de intención no determinada,3
2002,male,20-24,Suicidio y lesiones autoinfligidas,150
2002,male,20-24,Todas las causas,1391
2002,male,20-24,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",9
2002,male,25-29,Accidentes de tráfico,513
2002,male,25-29,Agresiones (homicidio),30
2002,male,25-29,Envenenamiento accidental por psicofármacos y drogas de abuso,89
2002,male,25-29,Eventos de intención no determinada,9
2002,male,25-29,Suicidio y lesiones autoinfligidas,193
2002,male,25-29,Todas las causas,1648
2002,male,25-29,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",20
2002,male,30-34,Accidentes de tráfico,392
2002,male,30-34,Agresiones (homicidio),50
2002,male,30-34,Envenenamiento accidental por psicofármacos y drogas de abuso,123
2002,male,30-34,Eventos de intención no determinada,6
2002,male,30-34,Suicidio y lesiones autoinfligidas,221
2002,male,30-34,Todas las causas,2102
2002,male,30-34,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",30
2002,male,35-39,Accidentes de tráfico,356
2002,male,35-39,Agresiones (homicidio),49
2002,male,35-39,Envenenamiento accidental por psicofármacos y drogas de abuso,108
2002,male,35-39,Eventos de intención no determinada,12
2002,male,35-39,Suicidio y lesiones autoinfligidas,213
2002,male,35-39,Todas las causas,2821
2002,male,35-39,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",29
2002,male,40-44,Accidentes de tráfico,308
2002,male,40-44,Agresiones (homicidio),35
2002,male,40-44,Envenenamiento accidental por psicofármacos y drogas de abuso,69
2002,male,40-44,Eventos de intención no determinada,5
2002,male,40-44,Suicidio y lesiones autoinfligidas,176
2002,male,40-44,Todas las causas,3735
2002,male,40-44,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",11
2002,male,45-49,Accidentes de tráfico,238
2002,male,45-49,Agresiones (homicidio),31
2002,male,45-49,Envenenamiento accidental por psicofármacos y drogas de abuso,22
2002,male,45-49,Eventos de intención no determinada,7
2002,male,45-49,Suicidio y lesiones autoinfligidas,177
2002,male,45-49,Todas las causas,4847
2002,male,45-49,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",5
2002,male,5-9,Accidentes de tráfico,23
2002,male,5-9,Agresiones (homicidio),2
2002,male,5-9,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2002,male,5-9,Eventos de intención no determinada,0
2002,male,5-9,Suicidio y lesiones autoinfligidas,0
2002,male,5-9,Todas las causas,156
2002,male,5-9,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,male,50-54,Accidentes de tráfico,230
2002,male,50-54,Agresiones (homicidio),28
2002,male,50-54,Envenenamiento accidental por psicofármacos y drogas de abuso,13
2002,male,50-54,Eventos de intención no determinada,2
2002,male,50-54,Suicidio y lesiones autoinfligidas,185
2002,male,50-54,Todas las causas,6673
2002,male,50-54,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2002,male,55-59,Accidentes de tráfico,218
2002,male,55-59,Agresiones (homicidio),18
2002,male,55-59,Envenenamiento accidental por psicofármacos y drogas de abuso,4
2002,male,55-59,Eventos de intención no determinada,4
2002,male,55-59,Suicidio y lesiones autoinfligidas,181
2002,male,55-59,Todas las causas,9106
2002,male,55-59,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2002,male,60-64,Accidentes de tráfico,189
2002,male,60-64,Agresiones (homicidio),14
2002,male,60-64,Envenenamiento accidental por psicofármacos y drogas de abuso,4
2002,male,60-64,Eventos de intención no determinada,2
2002,male,60-64,Suicidio y lesiones autoinfligidas,128
2002,male,60-64,Todas las causas,11193
2002,male,60-64,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,male,65-69,Accidentes de tráfico,228
2002,male,65-69,Agresiones (homicidio),15
2002,male,65-69,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2002,male,65-69,Eventos de intención no determinada,8
2002,male,65-69,Suicidio y lesiones autoinfligidas,188
2002,male,65-69,Todas las causas,19015
2002,male,65-69,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,male,70-74,Accidentes de tráfico,213
2002,male,70-74,Agresiones (homicidio),7
2002,male,70-74,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2002,male,70-74,Eventos de intención no determinada,4
2002,male,70-74,Suicidio y lesiones autoinfligidas,191
2002,male,70-74,Todas las causas,26298
2002,male,70-74,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,male,75-79,Accidentes de tráfico,161
2002,male,75-79,Agresiones (homicidio),3
2002,male,75-79,Envenenamiento accidental por psicofármacos y drogas de abuso,3
2002,male,75-79,Eventos de intención no determinada,7
2002,male,75-79,Suicidio y lesiones autoinfligidas,215
2002,male,75-79,Todas las causas,32489
2002,male,75-79,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,male,80-84,Accidentes de tráfico,108
2002,male,80-84,Agresiones (homicidio),0
2002,male,80-84,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2002,male,80-84,Eventos de intención no determinada,3
2002,male,80-84,Suicidio y lesiones autoinfligidas,149
2002,male,80-84,Todas las causas,30174
2002,male,80-84,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,male,85-89,Accidentes de tráfico,48
2002,male,85-89,Agresiones (homicidio),1
2002,male,85-89,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2002,male,85-89,Eventos de intención no determinada,3
2002,male,85-89,Suicidio y lesiones autoinfligidas,91
2002,male,85-89,Todas las causas,23051
2002,male,85-89,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,male,90-94,Accidentes de tráfico,19
2002,male,90-94,Agresiones (homicidio),1
2002,male,90-94,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2002,male,90-94,Eventos de intención no determinada,0
2002,male,90-94,Suicidio y lesiones autoinfligidas,34
2002,male,90-94,Todas las causas,12663
2002,male,90-94,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,male,95+,Accidentes de tráfico,2
2002,male,95+,Agresiones (homicidio),0
2002,male,95+,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2002,male,95+,Eventos de intención no determinada,0
2002,male,95+,Suicidio y lesiones autoinfligidas,9
2002,male,95+,Todas las causas,3792
2002,male,95+,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,male,<1,Accidentes de tráfico,8
2002,male,<1,Agresiones (homicidio),2
2002,male,<1,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2002,male,<1,Eventos de intención no determinada,0
2002,male,<1,Suicidio y lesiones autoinfligidas,0
2002,male,<1,Todas las causas,991
2002,male,<1,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2002,male,all,Accidentes de tráfico,4205
2002,male,all,Agresiones (homicidio),330
2002,male,all,Envenenamiento accidental por psicofármacos y drogas de abuso,488
2002,male,all,Eventos de intención no determinada,75
2002,male,all,Suicidio y lesiones autoinfligidas,2554
2002,male,all,Todas las causas,193269
2002,male,all,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",110
2003,all,1-4,Accidentes de tráfico,45
2003,all,1-4,Agresiones (homicidio),2
2003,all,1-4,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,all,1-4,Eventos de intención no determinada,0
2003,all,1-4,Suicidio y lesiones autoinfligidas,0
2003,all,1-4,Todas las causas,442
2003,all,1-4,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,all,10-14,Accidentes de tráfico,64
2003,all,10-14,Agresiones (homicidio),1
2003,all,10-14,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,all,10-14,Eventos de intención no determinada,1
2003,all,10-14,Suicidio y lesiones autoinfligidas,3
2003,all,10-14,Todas las causas,341
2003,all,10-14,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,all,15-19,Accidentes de tráfico,470
2003,all,15-19,Agresiones (homicidio),15
2003,all,15-19,Envenenamiento accidental por psicofármacos y drogas de abuso,3
2003,all,15-19,Eventos de intención no determinada,4
2003,all,15-19,Suicidio y lesiones autoinfligidas,63
2003,all,15-19,Todas las causas,1032
2003,all,15-19,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2003,all,20-24,Accidentes de tráfico,675
2003,all,20-24,Agresiones (homicidio),33
2003,all,20-24,Envenenamiento accidental por psicofármacos y drogas de abuso,35
2003,all,20-24,Eventos de intención no determinada,4
2003,all,20-24,Suicidio y lesiones autoinfligidas,184
2003,all,20-24,Todas las causas,1746
2003,all,20-24,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",15
2003,all,25-29,Accidentes de tráfico,659
2003,all,25-29,Agresiones (homicidio),61
2003,all,25-29,Envenenamiento accidental por psicofármacos y drogas de abuso,73
2003,all,25-29,Eventos de intención no determinada,12
2003,all,25-29,Suicidio y lesiones autoinfligidas,218
2003,all,25-29,Todas las causas,2136
2003,all,25-29,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",20
2003,all,30-34,Accidentes de tráfico,524
2003,all,30-34,Agresiones (homicidio),67
2003,all,30-34,Envenenamiento accidental por psicofármacos y drogas de abuso,123
2003,all,30-34,Eventos de intención no determinada,8
2003,all,30-34,Suicidio y lesiones autoinfligidas,334
2003,all,30-34,Todas las causas,2872
2003,all,30-34,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",44
2003,all,35-39,Accidentes de tráfico,408
2003,all,35-39,Agresiones (homicidio),61
2003,all,35-39,Envenenamiento accidental por psicofármacos y drogas de abuso,119
2003,all,35-39,Eventos de intención no determinada,8
2003,all,35-39,Suicidio y lesiones autoinfligidas,287
2003,all,35-39,Todas las causas,3933
2003,all,35-39,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",39
2003,all,40-44,Accidentes de tráfico,382
2003,all,40-44,Agresiones (homicidio),40
2003,all,40-44,Envenenamiento accidental por psicofármacos y drogas de abuso,97
2003,all,40-44,Eventos de intención no determinada,9
2003,all,40-44,Suicidio y lesiones autoinfligidas,269
2003,all,40-44,Todas las causas,5545
2003,all,40-44,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",26
2003,all,45-49,Accidentes de tráfico,333
2003,all,45-49,Agresiones (homicidio),43
2003,all,45-49,Envenenamiento accidental por psicofármacos y drogas de abuso,30
2003,all,45-49,Eventos de intención no determinada,7
2003,all,45-49,Suicidio y lesiones autoinfligidas,251
2003,all,45-49,Todas las causas,7193
2003,all,45-49,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",6
2003,all,5-9,Accidentes de tráfico,42
2003,all,5-9,Agresiones (homicidio),1
2003,all,5-9,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2003,all,5-9,Eventos de intención no determinada,0
2003,all,5-9,Suicidio y lesiones autoinfligidas,0
2003,all,5-9,Todas las causas,254
2003,all,5-9,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,all,50-54,Accidentes de tráfico,271
2003,all,50-54,Agresiones (homicidio),19
2003,all,50-54,Envenenamiento accidental por psicofármacos y drogas de abuso,14
2003,all,50-54,Eventos de intención no determinada,8
2003,all,50-54,Suicidio y lesiones autoinfligidas,258
2003,all,50-54,Todas las causas,9401
2003,all,50-54,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",3
2003,all,55-59,Accidentes de tráfico,269
2003,all,55-59,Agresiones (homicidio),33
2003,all,55-59,Envenenamiento accidental por psicofármacos y drogas de abuso,9
2003,all,55-59,Eventos de intención no determinada,6
2003,all,55-59,Suicidio y lesiones autoinfligidas,228
2003,all,55-59,Todas las causas,13294
2003,all,55-59,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2003,all,60-64,Accidentes de tráfico,230
2003,all,60-64,Agresiones (homicidio),17
2003,all,60-64,Envenenamiento accidental por psicofármacos y drogas de abuso,3
2003,all,60-64,Eventos de intención no determinada,3
2003,all,60-64,Suicidio y lesiones autoinfligidas,202
2003,all,60-64,Todas las causas,15972
2003,all,60-64,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,all,65-69,Accidentes de tráfico,278
2003,all,65-69,Agresiones (homicidio),16
2003,all,65-69,Envenenamiento accidental por psicofármacos y drogas de abuso,3
2003,all,65-69,Eventos de intención no determinada,5
2003,all,65-69,Suicidio y lesiones autoinfligidas,231
2003,all,65-69,Todas las causas,26636
2003,all,65-69,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2003,all,70-74,Accidentes de tráfico,275
2003,all,70-74,Agresiones (homicidio),16
2003,all,70-74,Envenenamiento accidental por psicofármacos y drogas de abuso,5
2003,all,70-74,Eventos de intención no determinada,8
2003,all,70-74,Suicidio y lesiones autoinfligidas,265
2003,all,70-74,Todas las causas,41879
2003,all,70-74,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,all,75-79,Accidentes de tráfico,260
2003,all,75-79,Agresiones (homicidio),9
2003,all,75-79,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2003,all,75-79,Eventos de intención no determinada,10
2003,all,75-79,Suicidio y lesiones autoinfligidas,275
2003,all,75-79,Todas las causas,57377
2003,all,75-79,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,all,80-84,Accidentes de tráfico,197
2003,all,80-84,Agresiones (homicidio),5
2003,all,80-84,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2003,all,80-84,Eventos de intención no determinada,5
2003,all,80-84,Suicidio y lesiones autoinfligidas,226
2003,all,80-84,Todas las causas,68007
2003,all,80-84,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,all,85-89,Accidentes de tráfico,86
2003,all,85-89,Agresiones (homicidio),3
2003,all,85-89,Envenenamiento accidental por psicofármacos y drogas de abuso,5
2003,all,85-89,Eventos de intención no determinada,1
2003,all,85-89,Suicidio y lesiones autoinfligidas,129
2003,all,85-89,Todas las causas,63748
2003,all,85-89,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,all,90-94,Accidentes de tráfico,27
2003,all,90-94,Agresiones (homicidio),2
2003,all,90-94,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,all,90-94,Eventos de intención no determinada,1
2003,all,90-94,Suicidio y lesiones autoinfligidas,39
2003,all,90-94,Todas las causas,44198
2003,all,90-94,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,all,95+,Accidentes de tráfico,8
2003,all,95+,Agresiones (homicidio),1
2003,all,95+,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,all,95+,Eventos de intención no determinada,0
2003,all,95+,Suicidio y lesiones autoinfligidas,16
2003,all,95+,Todas las causas,17089
2003,all,95+,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,all,<1,Accidentes de tráfico,11
2003,all,<1,Agresiones (homicidio),1
2003,all,<1,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,all,<1,Eventos de intención no determinada,0
2003,all,<1,Suicidio y lesiones autoinfligidas,0
2003,all,<1,Todas las causas,1733
2003,all,<1,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,all,all,Accidentes de tráfico,5514
2003,all,all,Agresiones (homicidio),446
2003,all,all,Envenenamiento accidental por psicofármacos y drogas de abuso,523
2003,all,all,Eventos de intención no determinada,100
2003,all,all,Suicidio y lesiones autoinfligidas,3478
2003,all,all,Todas las causas,384828
2003,all,all,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",158
2003,female,1-4,Accidentes de tráfico,23
2003,female,1-4,Agresiones (homicidio),1
2003,female,1-4,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,female,1-4,Eventos de intención no determinada,0
2003,female,1-4,Suicidio y lesiones autoinfligidas,0
2003,female,1-4,Todas las causas,197
2003,female,1-4,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,female,10-14,Accidentes de tráfico,23
2003,female,10-14,Agresiones (homicidio),0
2003,female,10-14,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,female,10-14,Eventos de intención no determinada,1
2003,female,10-14,Suicidio y lesiones autoinfligidas,1
2003,female,10-14,Todas las causas,140
2003,female,10-14,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,female,15-19,Accidentes de tráfico,104
2003,female,15-19,Agresiones (homicidio),2
2003,female,15-19,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,female,15-19,Eventos de intención no determinada,0
2003,female,15-19,Suicidio y lesiones autoinfligidas,16
2003,female,15-19,Todas las causas,291
2003,female,15-19,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2003,female,20-24,Accidentes de tráfico,133
2003,female,20-24,Agresiones (homicidio),5
2003,female,20-24,Envenenamiento accidental por psicofármacos y drogas de abuso,6
2003,female,20-24,Eventos de intención no determinada,0
2003,female,20-24,Suicidio y lesiones autoinfligidas,40
2003,female,20-24,Todas las causas,410
2003,female,20-24,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2003,female,25-29,Accidentes de tráfico,113
2003,female,25-29,Agresiones (homicidio),17
2003,female,25-29,Envenenamiento accidental por psicofármacos y drogas de abuso,12
2003,female,25-29,Eventos de intención no determinada,3
2003,female,25-29,Suicidio y lesiones autoinfligidas,41
2003,female,25-29,Todas las causas,532
