year,ref_date,sex,age_label,population
1971,1971-01-01,all,0 años,647443
1971,1971-01-01,all,1 año,628825
1971,1971-01-01,all,10 años,639306
1971,1971-01-01,all,11 años,614355
1971,1971-01-01,all,12 años,612386
1971,1971-01-01,all,13 años,599767
1971,1971-01-01,all,14 años,564380
1971,1971-01-01,all,15 años,560989
1971,1971-01-01,all,16 años,539238
1971,1971-01-01,all,17 años,545163
1971,1971-01-01,all,18 años,552746
1971,1971-01-01,all,19 años,511199
1971,1971-01-01,all,2 años,635129
1971,1971-01-01,all,20 años,516563
1971,1971-01-01,all,21 años,515730
1971,1971-01-01,all,22 años,545464
1971,1971-01-01,all,23 años,498773
1971,1971-01-01,all,24 años,472223
1971,1971-01-01,all,25 años,505288
1971,1971-01-01,all,26 años,475069
1971,1971-01-01,all,27 años,469725
1971,1971-01-01,all,28 años,413601
1971,1971-01-01,all,29 años,375800
1971,1971-01-01,all,3 años,651761
1971,1971-01-01,all,30 años,488093
1971,1971-01-01,all,31 años,317424
1971,1971-01-01,all,32 años,368858
1971,1971-01-01,all,33 años,421043
1971,1971-01-01,all,34 años,478567
1971,1971-01-01,all,35 años,469852
1971,1971-01-01,all,36 años,467074
1971,1971-01-01,all,37 años,492332
1971,1971-01-01,all,38 años,491035
1971,1971-01-01,all,39 años,469477
1971,1971-01-01,all,4 años,646334
1971,1971-01-01,all,40 años,503737
1971,1971-01-01,all,41 años,456092
1971,1971-01-01,all,42 años,469110
1971,1971-01-01,all,43 años,446132
1971,1971-01-01,all,44 años,450330
1971,1971-01-01,all,45 años,441189
1971,1971-01-01,all,46 años,432070
1971,1971-01-01,all,47 años,424550
1971,1971-01-01,all,48 años,433071
1971,1971-01-01,all,49 años,402687
1971,1971-01-01,all,5 años,656254
1971,1971-01-01,all,50 años,401966
1971,1971-01-01,all,51 años,334066
1971,1971-01-01,all,52 años,342950
1971,1971-01-01,all,53 años,328435
1971,1971-01-01,all,54 años,320036
1971,1971-01-01,all,55 años,329629
1971,1971-01-01,all,56 años,331411
1971,1971-01-01,all,57 años,325868
1971,1971-01-01,all,58 años,328456
1971,1971-01-01,all,59 años,315531
1971,1971-01-01,all,6 años,670336
1971,1971-01-01,all,60 años,332552
1971,1971-01-01,all,61 años,302870
1971,1971-01-01,all,62 años,301711
1971,1971-01-01,all,63 años,292369
1971,1971-01-01,all,64 años,282188
1971,1971-01-01,all,65 años,288271
1971,1971-01-01,all,66 años,261764
1971,1971-01-01,all,67 años,256528
1971,1971-01-01,all,68 años,245225
1971,1971-01-01,all,69 años,216968
1971,1971-01-01,all,7 años,645158
1971,1971-01-01,all,70 años,243099
1971,1971-01-01,all,71 años,171595
1971,1971-01-01,all,72 años,175565
1971,1971-01-01,all,73 años,160267
1971,1971-01-01,all,74 años,162263
1971,1971-01-01,all,75 años,147320
1971,1971-01-01,all,76 años,127017
1971,1971-01-01,all,77 años,115916
1971,1971-01-01,all,78 años,109745
1971,1971-01-01,all,79 años,85474
1971,1971-01-01,all,8 años,630531
1971,1971-01-01,all,80 años,94180
1971,1971-01-01,all,81 años,71041
1971,1971-01-01,all,82 años,71645
1971,1971-01-01,all,83 años,52586
1971,1971-01-01,all,84 años,46942
1971,1971-01-01,all,85 y más años,187261
1971,1971-01-01,all,9 años,617674
1971,1971-01-01,all,Todas las edades,34040642
1971,1971-01-01,female,0 años,314740
1971,1971-01-01,female,1 año,306134
1971,1971-01-01,female,10 años,312659
1971,1971-01-01,female,11 años,300586
1971,1971-01-01,female,12 años,298630
1971,1971-01-01,female,13 años,294186
1971,1971-01-01,female,14 años,276947
1971,1971-01-01,female,15 años,276455
1971,1971-01-01,female,16 años,267437
1971,1971-01-01,female,17 años,269975
1971,1971-01-01,female,18 años,272173
1971,1971-01-01,female,19 años,251184
1971,1971-01-01,female,2 años,308660
1971,1971-01-01,female,20 años,254594
1971,1971-01-01,female,21 años,256340
1971,1971-01-01,female,22 años,270754
1971,1971-01-01,female,23 años,245374
1971,1971-01-01,female,24 años,234037
1971,1971-01-01,female,25 años,253169
1971,1971-01-01,female,26 años,238543
1971,1971-01-01,female,27 años,233422
1971,1971-01-01,female,28 años,207150
1971,1971-01-01,female,29 años,186292
1971,1971-01-01,female,3 años,318631
1971,1971-01-01,female,30 años,244330
1971,1971-01-01,female,31 años,161384
1971,1971-01-01,female,32 años,185881
1971,1971-01-01,female,33 años,211148
1971,1971-01-01,female,34 años,245015
1971,1971-01-01,female,35 años,236428
1971,1971-01-01,female,36 años,236487
1971,1971-01-01,female,37 años,247701
1971,1971-01-01,female,38 años,247164
1971,1971-01-01,female,39 años,234472
1971,1971-01-01,female,4 años,315972
1971,1971-01-01,female,40 años,255304
1971,1971-01-01,female,41 años,230090
1971,1971-01-01,female,42 años,238181
1971,1971-01-01,female,43 años,226241
1971,1971-01-01,female,44 años,227035
1971,1971-01-01,female,45 años,225963
1971,1971-01-01,female,46 años,218989
1971,1971-01-01,female,47 años,214716
1971,1971-01-01,female,48 años,222894
1971,1971-01-01,female,49 años,200782
1971,1971-01-01,female,5 años,320657
1971,1971-01-01,female,50 años,211294
1971,1971-01-01,female,51 años,175781
1971,1971-01-01,female,52 años,184489
1971,1971-01-01,female,53 años,176451
1971,1971-01-01,female,54 años,172126
1971,1971-01-01,female,55 años,177203
1971,1971-01-01,female,56 años,179497
1971,1971-01-01,female,57 años,175019
1971,1971-01-01,female,58 años,178110
1971,1971-01-01,female,59 años,169126
1971,1971-01-01,female,6 años,326539
1971,1971-01-01,female,60 años,182953
1971,1971-01-01,female,61 años,161824
1971,1971-01-01,female,62 años,162157
1971,1971-01-01,female,63 años,158168
1971,1971-01-01,female,64 años,154300
1971,1971-01-01,female,65 años,159230
1971,1971-01-01,female,66 años,147245
1971,1971-01-01,female,67 años,142545
1971,1971-01-01,female,68 años,137846
1971,1971-01-01,female,69 años,120064
1971,1971-01-01,female,7 años,315675
1971,1971-01-01,female,70 años,145845
1971,1971-01-01,female,71 años,96000
1971,1971-01-01,female,72 años,101671
1971,1971-01-01,female,73 años,93511
1971,1971-01-01,female,74 años,95787
1971,1971-01-01,female,75 años,87889
1971,1971-01-01,female,76 años,76703
1971,1971-01-01,female,77 años,70517
1971,1971-01-01,female,78 años,67268
1971,1971-01-01,female,79 años,52278
1971,1971-01-01,female,8 años,307455
1971,1971-01-01,female,80 años,60283
1971,1971-01-01,female,81 años,43949
1971,1971-01-01,female,82 años,45951
1971,1971-01-01,female,83 años,33522
1971,1971-01-01,female,84 años,30710
1971,1971-01-01,female,85 y más años,125725
1971,1971-01-01,female,9 años,301288
1971,1971-01-01,female,Todas las edades,17398898
1971,1971-01-01,male,0 años,332704
1971,1971-01-01,male,1 año,322690
1971,1971-01-01,male,10 años,326647
1971,1971-01-01,male,11 años,313769
1971,1971-01-01,male,12 años,313757
1971,1971-01-01,male,13 años,305581
1971,1971-01-01,male,14 años,287433
1971,1971-01-01,male,15 años,284534
1971,1971-01-01,male,16 años,271800
1971,1971-01-01,male,17 años,275188
1971,1971-01-01,male,18 años,280572
1971,1971-01-01,male,19 años,260015
1971,1971-01-01,male,2 años,326470
1971,1971-01-01,male,20 años,261969
1971,1971-01-01,male,21 años,259390
1971,1971-01-01,male,22 años,274710
1971,1971-01-01,male,23 años,253399
1971,1971-01-01,male,24 años,238185
1971,1971-01-01,male,25 años,252119
1971,1971-01-01,male,26 años,236525
1971,1971-01-01,male,27 años,236303
1971,1971-01-01,male,28 años,206452
1971,1971-01-01,male,29 años,189509
1971,1971-01-01,male,3 años,333130
1971,1971-01-01,male,30 años,243763
1971,1971-01-01,male,31 años,156040
1971,1971-01-01,male,32 años,182976
1971,1971-01-01,male,33 años,209895
1971,1971-01-01,male,34 años,233552
1971,1971-01-01,male,35 años,233424
1971,1971-01-01,male,36 años,230586
1971,1971-01-01,male,37 años,244631
1971,1971-01-01,male,38 años,243871
1971,1971-01-01,male,39 años,235005
1971,1971-01-01,male,4 años,330362
1971,1971-01-01,male,40 años,248433
1971,1971-01-01,male,41 años,226002
1971,1971-01-01,male,42 años,230929
1971,1971-01-01,male,43 años,219892
1971,1971-01-01,male,44 años,223295
1971,1971-01-01,male,45 años,215226
1971,1971-01-01,male,46 años,213081
1971,1971-01-01,male,47 años,209834
1971,1971-01-01,male,48 años,210178
1971,1971-01-01,male,49 años,201905
1971,1971-01-01,male,5 años,335597
1971,1971-01-01,male,50 años,190673
1971,1971-01-01,male,51 años,158286
1971,1971-01-01,male,52 años,158460
1971,1971-01-01,male,53 años,151984
1971,1971-01-01,male,54 años,147910
1971,1971-01-01,male,55 años,152426
1971,1971-01-01,male,56 años,151915
1971,1971-01-01,male,57 años,150849
1971,1971-01-01,male,58 años,150345
1971,1971-01-01,male,59 años,146405
1971,1971-01-01,male,6 años,343796
1971,1971-01-01,male,60 años,149599
1971,1971-01-01,male,61 años,141046
1971,1971-01-01,male,62 años,139554
1971,1971-01-01,male,63 años,134201
1971,1971-01-01,male,64 años,127888
1971,1971-01-01,male,65 años,129041
1971,1971-01-01,male,66 años,114518
1971,1971-01-01,male,67 años,113983
1971,1971-01-01,male,68 años,107379
1971,1971-01-01,male,69 años,96904
1971,1971-01-01,male,7 años,329483
1971,1971-01-01,male,70 años,97254
1971,1971-01-01,male,71 años,75595
1971,1971-01-01,male,72 años,73893
1971,1971-01-01,male,73 años,66756
1971,1971-01-01,male,74 años,66476
1971,1971-01-01,male,75 años,59431
1971,1971-01-01,male,76 años,50314
1971,1971-01-01,male,77 años,45399
1971,1971-01-01,male,78 años,42477
1971,1971-01-01,male,79 años,33196
1971,1971-01-01,male,8 años,323076
1971,1971-01-01,male,80 años,33897
1971,1971-01-01,male,81 años,27093
1971,1971-01-01,male,82 años,25695
1971,1971-01-01,male,83 años,19064
1971,1971-01-01,male,84 años,16232
1971,1971-01-01,male,85 y más años,61537
1971,1971-01-01,male,9 años,316386
1971,1971-01-01,male,Todas las edades,16641744
1971,1971-07-01,all,0 años,651607
1971,1971-07-01,all,1 año,635646
1971,1971-07-01,all,10 años,628037
1971,1971-07-01,all,11 años,625966
1971,1971-07-01,all,12 años,612596
1971,1971-07-01,all,13 años,605184
1971,1971-07-01,all,14 años,581055
1971,1971-07-01,all,15 años,561325
1971,1971-07-01,all,16 años,548498
1971,1971-07-01,all,17 años,540425
1971,1971-07-01,all,18 años,546934
1971,1971-07-01,all,19 años,530202
1971,1971-07-01,all,2 años,632707
1971,1971-07-01,all,20 años,512277
1971,1971-07-01,all,21 años,514715
1971,1971-07-01,all,22 años,529660
1971,1971-07-01,all,23 años,521380
1971,1971-07-01,all,24 años,484975
1971,1971-07-01,all,25 años,488362
1971,1971-07-01,all,26 años,489897
1971,1971-07-01,all,27 años,472350
1971,1971-07-01,all,28 años,441632
1971,1971-07-01,all,29 años,394777
1971,1971-07-01,all,3 años,644119
1971,1971-07-01,all,30 años,431960
1971,1971-07-01,all,31 años,402766
1971,1971-07-01,all,32 años,343319
1971,1971-07-01,all,33 años,394993
1971,1971-07-01,all,34 años,449875
1971,1971-07-01,all,35 años,474126
1971,1971-07-01,all,36 años,468286
1971,1971-07-01,all,37 años,479620
1971,1971-07-01,all,38 años,491554
1971,1971-07-01,all,39 años,480146
1971,1971-07-01,all,4 años,650102
1971,1971-07-01,all,40 años,486067
1971,1971-07-01,all,41 años,479390
1971,1971-07-01,all,42 años,462388
1971,1971-07-01,all,43 años,457174
1971,1971-07-01,all,44 años,447741
1971,1971-07-01,all,45 años,445232
1971,1971-07-01,all,46 años,436076
1971,1971-07-01,all,47 años,427720
1971,1971-07-01,all,48 años,427980
1971,1971-07-01,all,49 años,416971
1971,1971-07-01,all,5 años,652266
1971,1971-07-01,all,50 años,401185
1971,1971-07-01,all,51 años,366844
1971,1971-07-01,all,52 años,337523
1971,1971-07-01,all,53 años,334580
1971,1971-07-01,all,54 años,323218
1971,1971-07-01,all,55 años,323855
1971,1971-07-01,all,56 años,329357
1971,1971-07-01,all,57 años,327336
1971,1971-07-01,all,58 años,325725
1971,1971-07-01,all,59 años,320433
1971,1971-07-01,all,6 años,663866
1971,1971-07-01,all,60 años,322132
1971,1971-07-01,all,61 años,315625
1971,1971-07-01,all,62 años,300211
1971,1971-07-01,all,63 años,294636
1971,1971-07-01,all,64 años,284522
1971,1971-07-01,all,65 años,282019
1971,1971-07-01,all,66 años,271592
1971,1971-07-01,all,67 años,255695
1971,1971-07-01,all,68 años,247239
1971,1971-07-01,all,69 años,227480
1971,1971-07-01,all,7 años,658308
1971,1971-07-01,all,70 años,225810
1971,1971-07-01,all,71 años,202910
1971,1971-07-01,all,72 años,169451
1971,1971-07-01,all,73 años,163580
1971,1971-07-01,all,74 años,156707
1971,1971-07-01,all,75 años,149889
1971,1971-07-01,all,76 años,132285
1971,1971-07-01,all,77 años,116757
1971,1971-07-01,all,78 años,108019
1971,1971-07-01,all,79 años,93051
1971,1971-07-01,all,8 años,638198
1971,1971-07-01,all,80 años,85286
1971,1971-07-01,all,81 años,78122
1971,1971-07-01,all,82 años,67002
1971,1971-07-01,all,83 años,57837
1971,1971-07-01,all,84 años,45888
1971,1971-07-01,all,85 y más años,188351
1971,1971-07-01,all,9 años,624256
1971,1971-07-01,all,Todas las edades,34216856
1971,1971-07-01,female,0 años,316730
1971,1971-07-01,female,1 año,309421
1971,1971-07-01,female,10 años,307025
1971,1971-07-01,female,11 años,306530
1971,1971-07-01,female,12 años,299405
1971,1971-07-01,female,13 años,296068
1971,1971-07-01,female,14 años,285156
1971,1971-07-01,female,15 años,276109
1971,1971-07-01,female,16 años,271201
1971,1971-07-01,female,17 años,267836
1971,1971-07-01,female,18 años,270093
1971,1971-07-01,female,19 años,260895
1971,1971-07-01,female,2 años,307790
1971,1971-07-01,female,20 años,252201
1971,1971-07-01,female,21 años,254834
1971,1971-07-01,female,22 años,263152
1971,1971-07-01,female,23 años,257820
1971,1971-07-01,female,24 años,239569
1971,1971-07-01,female,25 años,243466
1971,1971-07-01,female,26 años,245688
1971,1971-07-01,female,27 años,235948
1971,1971-07-01,female,28 años,220268
1971,1971-07-01,female,29 años,196716
1971,1971-07-01,female,3 años,313970
1971,1971-07-01,female,30 años,215292
1971,1971-07-01,female,31 años,202828
1971,1971-07-01,female,32 años,173703
1971,1971-07-01,female,33 años,198533
1971,1971-07-01,female,34 años,228132
1971,1971-07-01,female,35 años,240710
1971,1971-07-01,female,36 años,236369
1971,1971-07-01,female,37 años,242045
1971,1971-07-01,female,38 años,247393
1971,1971-07-01,female,39 años,240796
1971,1971-07-01,female,4 años,317760
1971,1971-07-01,female,40 años,244660
1971,1971-07-01,female,41 años,242481
1971,1971-07-01,female,42 años,234072
1971,1971-07-01,female,43 años,232025
1971,1971-07-01,female,44 años,226449
1971,1971-07-01,female,45 años,226286
1971,1971-07-01,female,46 años,222279
1971,1971-07-01,female,47 años,216669
1971,1971-07-01,female,48 años,218474
1971,1971-07-01,female,49 años,211510
1971,1971-07-01,female,5 años,318746
1971,1971-07-01,female,50 años,205587
1971,1971-07-01,female,51 años,193065
1971,1971-07-01,female,52 años,179792
1971,1971-07-01,female,53 años,180063
1971,1971-07-01,female,54 años,173935
1971,1971-07-01,female,55 años,174362
1971,1971-07-01,female,56 años,177965
1971,1971-07-01,female,57 años,176828
1971,1971-07-01,female,58 años,176069
1971,1971-07-01,female,59 años,173062
1971,1971-07-01,female,6 años,323901
1971,1971-07-01,female,60 años,175297
1971,1971-07-01,female,61 años,171624
1971,1971-07-01,female,62 años,161311
1971,1971-07-01,female,63 años,159299
1971,1971-07-01,female,64 años,155193
1971,1971-07-01,female,65 años,155474
1971,1971-07-01,female,66 años,151802
1971,1971-07-01,female,67 años,143427
1971,1971-07-01,female,68 años,138636
1971,1971-07-01,female,69 años,127461
1971,1971-07-01,female,7 años,321427
1971,1971-07-01,female,70 años,131072
1971,1971-07-01,female,71 años,118918
1971,1971-07-01,female,72 años,97026
1971,1971-07-01,female,73 años,95572
1971,1971-07-01,female,74 años,92480
1971,1971-07-01,female,75 años,89460
1971,1971-07-01,female,76 años,79879
1971,1971-07-01,female,77 años,71207
1971,1971-07-01,female,78 años,66366
1971,1971-07-01,female,79 años,57371
1971,1971-07-01,female,8 años,311763
1971,1971-07-01,female,80 años,53791
1971,1971-07-01,female,81 años,49589
1971,1971-07-01,female,82 años,42478
1971,1971-07-01,female,83 años,37236
1971,1971-07-01,female,84 años,29813
1971,1971-07-01,female,85 y más años,126724
1971,1971-07-01,female,9 años,304527
1971,1971-07-01,female,Todas las edades,17485953
1971,1971-07-01,male,0 años,334877
1971,1971-07-01,male,1 año,326225
1971,1971-07-01,male,10 años,321012
1971,1971-07-01,male,11 años,319436
1971,1971-07-01,male,12 años,313190
1971,1971-07-01,male,13 años,309117
1971,1971-07-01,male,14 años,295899
1971,1971-07-01,male,15 años,285216
1971,1971-07-01,male,16 años,277297
1971,1971-07-01,male,17 años,272588
1971,1971-07-01,male,18 años,276841
1971,1971-07-01,male,19 años,269307
1971,1971-07-01,male,2 años,324917
1971,1971-07-01,male,20 años,260076
1971,1971-07-01,male,21 años,259881
1971,1971-07-01,male,22 años,266508
1971,1971-07-01,male,23 años,263559
1971,1971-07-01,male,24 años,245406
1971,1971-07-01,male,25 años,244896
1971,1971-07-01,male,26 años,244208
1971,1971-07-01,male,27 años,236402
1971,1971-07-01,male,28 años,221363
1971,1971-07-01,male,29 años,198061
1971,1971-07-01,male,3 años,330149
1971,1971-07-01,male,30 años,216668
1971,1971-07-01,male,31 años,199938
1971,1971-07-01,male,32 años,169616
1971,1971-07-01,male,33 años,196460
1971,1971-07-01,male,34 años,221743
1971,1971-07-01,male,35 años,233416
1971,1971-07-01,male,36 años,231916
1971,1971-07-01,male,37 años,237575
1971,1971-07-01,male,38 años,244161
1971,1971-07-01,male,39 años,239350
1971,1971-07-01,male,4 años,332342
1971,1971-07-01,male,40 años,241407
1971,1971-07-01,male,41 años,236910
1971,1971-07-01,male,42 años,228316
1971,1971-07-01,male,43 años,225149
1971,1971-07-01,male,44 años,221292
1971,1971-07-01,male,45 años,218946
1971,1971-07-01,male,46 años,213796
1971,1971-07-01,male,47 años,211051
1971,1971-07-01,male,48 años,209506
1971,1971-07-01,male,49 años,205461
1971,1971-07-01,male,5 años,333520
1971,1971-07-01,male,50 años,195598
1971,1971-07-01,male,51 años,173778
1971,1971-07-01,male,52 años,157731
1971,1971-07-01,male,53 años,154517
1971,1971-07-01,male,54 años,149283
1971,1971-07-01,male,55 años,149494
1971,1971-07-01,male,56 años,151392
1971,1971-07-01,male,57 años,150508
1971,1971-07-01,male,58 años,149656
1971,1971-07-01,male,59 años,147371
1971,1971-07-01,male,6 años,339964
1971,1971-07-01,male,60 años,146835
1971,1971-07-01,male,61 años,144001
1971,1971-07-01,male,62 años,138900
1971,1971-07-01,male,63 años,135338
1971,1971-07-01,male,64 años,129328
1971,1971-07-01,male,65 años,126545
1971,1971-07-01,male,66 años,119790
1971,1971-07-01,male,67 años,112268
1971,1971-07-01,male,68 años,108603
1971,1971-07-01,male,69 años,100018
1971,1971-07-01,male,7 años,336881
1971,1971-07-01,male,70 años,94739
1971,1971-07-01,male,71 años,83992
1971,1971-07-01,male,72 años,72425
1971,1971-07-01,male,73 años,68009
1971,1971-07-01,male,74 años,64228
1971,1971-07-01,male,75 años,60429
1971,1971-07-01,male,76 años,52406
1971,1971-07-01,male,77 años,45550
1971,1971-07-01,male,78 años,41653
1971,1971-07-01,male,79 años,35679
1971,1971-07-01,male,8 años,326435
1971,1971-07-01,male,80 años,31495
1971,1971-07-01,male,81 años,28533
1971,1971-07-01,male,82 años,24524
1971,1971-07-01,male,83 años,20601
1971,1971-07-01,male,84 años,16075
1971,1971-07-01,male,85 y más años,61628
1971,1971-07-01,male,9 años,319730
1971,1971-07-01,male,Todas las edades,16730904
1972,1972-01-01,all,0 años,663793
1972,1972-01-01,all,1 año,640493
1972,1972-01-01,all,10 años,617954
1972,1972-01-01,all,11 años,637231
1972,1972-01-01,all,12 años,612978
1972,1972-01-01,all,13 años,610667
1972,1972-01-01,all,14 años,597921
1972,1972-01-01,all,15 años,562156
1972,1972-01-01,all,16 años,557784
1972,1972-01-01,all,17 años,535987
1972,1972-01-01,all,18 años,541307
1972,1972-01-01,all,19 años,548520
1972,1972-01-01,all,2 años,630603
1972,1972-01-01,all,20 años,508347
1972,1972-01-01,all,21 años,513009
1972,1972-01-01,all,22 años,513590
1972,1972-01-01,all,23 años,543871
1972,1972-01-01,all,24 años,497424
1972,1972-01-01,all,25 años,471518
1972,1972-01-01,all,26 años,504430
1972,1972-01-01,all,27 años,474816
1972,1972-01-01,all,28 años,469832
1972,1972-01-01,all,29 años,413416
1972,1972-01-01,all,3 años,636451
1972,1972-01-01,all,30 años,376320
1972,1972-01-01,all,31 años,487631
1972,1972-01-01,all,32 años,317946
1972,1972-01-01,all,33 años,369053
1972,1972-01-01,all,34 años,421001
1972,1972-01-01,all,35 años,478889
1972,1972-01-01,all,36 años,469201
1972,1972-01-01,all,37 años,467028
1972,1972-01-01,all,38 años,492045
1972,1972-01-01,all,39 años,490798
1972,1972-01-01,all,4 años,653224
1972,1972-01-01,all,40 años,469252
1972,1972-01-01,all,41 años,501827
1972,1972-01-01,all,42 años,455930
1972,1972-01-01,all,43 años,468450
1972,1972-01-01,all,44 años,445065
1972,1972-01-01,all,45 años,449450
1972,1972-01-01,all,46 años,439980
1972,1972-01-01,all,47 años,431065
1972,1972-01-01,all,48 años,423176
1972,1972-01-01,all,49 años,431156
1972,1972-01-01,all,5 años,649160
1972,1972-01-01,all,50 años,401024
1972,1972-01-01,all,51 años,399149
1972,1972-01-01,all,52 años,332293
1972,1972-01-01,all,53 años,340882
1972,1972-01-01,all,54 años,326113
1972,1972-01-01,all,55 años,318324
1972,1972-01-01,all,56 años,327450
1972,1972-01-01,all,57 años,328930
1972,1972-01-01,all,58 años,323148
1972,1972-01-01,all,59 años,325504
1972,1972-01-01,all,6 años,657366
1972,1972-01-01,all,60 años,312284
1972,1972-01-01,all,61 años,328165
1972,1972-01-01,all,62 años,298930
1972,1972-01-01,all,63 años,297380
1972,1972-01-01,all,64 años,287233
1972,1972-01-01,all,65 años,276375
1972,1972-01-01,all,66 años,281392
1972,1972-01-01,all,67 años,255149
1972,1972-01-01,all,68 años,249462
1972,1972-01-01,all,69 años,238015
1972,1972-01-01,all,7 años,671534
1972,1972-01-01,all,70 años,209635
1972,1972-01-01,all,71 años,233573
1972,1972-01-01,all,72 años,164065
1972,1972-01-01,all,73 años,167108
1972,1972-01-01,all,74 años,151601
1972,1972-01-01,all,75 años,152849
1972,1972-01-01,all,76 años,137524
1972,1972-01-01,all,77 años,117967
1972,1972-01-01,all,78 años,106584
1972,1972-01-01,all,79 años,100426
1972,1972-01-01,all,8 años,646230
1972,1972-01-01,all,80 años,77213
1972,1972-01-01,all,81 años,84828
1972,1972-01-01,all,82 años,62972
1972,1972-01-01,all,83 años,62959
1972,1972-01-01,all,84 años,45025
1972,1972-01-01,all,85 y más años,189035
1972,1972-01-01,all,9 años,630900
1972,1972-01-01,all,Todas las edades,34408338
1972,1972-01-01,female,0 años,322517
1972,1972-01-01,female,1 año,311825
1972,1972-01-01,female,10 años,301639
1972,1972-01-01,female,11 años,312514
1972,1972-01-01,female,12 años,300363
1972,1972-01-01,female,13 años,298046
1972,1972-01-01,female,14 años,293410
1972,1972-01-01,female,15 años,276083
1972,1972-01-01,female,16 años,274956
1972,1972-01-01,female,17 años,265964
1972,1972-01-01,female,18 años,267974
1972,1972-01-01,female,19 años,270251
1972,1972-01-01,female,2 años,307016
1972,1972-01-01,female,20 años,249971
1972,1972-01-01,female,21 años,253053
1972,1972-01-01,female,22 años,255353
1972,1972-01-01,female,23 años,270163
1972,1972-01-01,female,24 años,245000
1972,1972-01-01,female,25 años,233880
1972,1972-01-01,female,26 años,252779
1972,1972-01-01,female,27 años,238265
1972,1972-01-01,female,28 años,233569
1972,1972-01-01,female,29 años,206940
1972,1972-01-01,female,3 años,309428
1972,1972-01-01,female,30 años,186494
1972,1972-01-01,female,31 años,244054
1972,1972-01-01,female,32 años,161550
1972,1972-01-01,female,33 años,185995
1972,1972-01-01,female,34 años,211101
1972,1972-01-01,female,35 años,245261
1972,1972-01-01,female,36 años,236134
1972,1972-01-01,female,37 años,236430
1972,1972-01-01,female,38 años,247563
1972,1972-01-01,female,39 años,247145
1972,1972-01-01,female,4 años,319209
1972,1972-01-01,female,40 años,234398
1972,1972-01-01,female,41 años,254471
1972,1972-01-01,female,42 años,230064
1972,1972-01-01,female,43 años,237969
1972,1972-01-01,female,44 años,225737
1972,1972-01-01,female,45 años,226782
1972,1972-01-01,female,46 años,225361
1972,1972-01-01,female,47 años,218824
1972,1972-01-01,female,48 años,214143
1972,1972-01-01,female,49 años,222143
1972,1972-01-01,female,5 años,317262
1972,1972-01-01,female,50 años,200239
1972,1972-01-01,female,51 años,210054
1972,1972-01-01,female,52 años,175169
1972,1972-01-01,female,53 años,183765
1972,1972-01-01,female,54 años,175558
1972,1972-01-01,female,55 años,171622
1972,1972-01-01,female,56 años,176525
1972,1972-01-01,female,57 años,178645
1972,1972-01-01,female,58 años,174155
1972,1972-01-01,female,59 años,177011
1972,1972-01-01,female,6 años,321109
1972,1972-01-01,female,60 años,167988
1972,1972-01-01,female,61 años,181122
1972,1972-01-01,female,62 años,160626
1972,1972-01-01,female,63 años,160665
1972,1972-01-01,female,64 años,156240
1972,1972-01-01,female,65 años,152048
1972,1972-01-01,female,66 años,156365
1972,1972-01-01,female,67 años,144437
1972,1972-01-01,female,68 años,139507
1972,1972-01-01,female,69 años,134746
1972,1972-01-01,female,7 años,327309
1972,1972-01-01,female,70 años,117095
1972,1972-01-01,female,71 años,141236
1972,1972-01-01,female,72 años,92854
1972,1972-01-01,female,73 años,97775
1972,1972-01-01,female,74 años,89397
1972,1972-01-01,female,75 años,91265
1972,1972-01-01,female,76 años,83040
1972,1972-01-01,female,77 años,72125
1972,1972-01-01,female,78 años,65623
1972,1972-01-01,female,79 años,62340
1972,1972-01-01,female,8 años,316197
1972,1972-01-01,female,80 años,47896
1972,1972-01-01,female,81 años,54930
1972,1972-01-01,female,82 años,39456
1972,1972-01-01,female,83 años,40865
1972,1972-01-01,female,84 años,29065
1972,1972-01-01,female,85 y más años,127540
1972,1972-01-01,female,9 años,307740
1972,1972-01-01,female,Todas las edades,17580397
1972,1972-01-01,male,0 años,341276
1972,1972-01-01,male,1 año,328668
1972,1972-01-01,male,10 años,316314
1972,1972-01-01,male,11 años,324717
1972,1972-01-01,male,12 años,312615
1972,1972-01-01,male,13 años,312620
1972,1972-01-01,male,14 años,304510
1972,1972-01-01,male,15 años,286073
1972,1972-01-01,male,16 años,282828
1972,1972-01-01,male,17 años,270022
1972,1972-01-01,male,18 años,273333
1972,1972-01-01,male,19 años,278269
1972,1972-01-01,male,2 años,323587
1972,1972-01-01,male,20 años,258376
1972,1972-01-01,male,21 años,259956
1972,1972-01-01,male,22 años,258237
1972,1972-01-01,male,23 años,273708
1972,1972-01-01,male,24 años,252424
1972,1972-01-01,male,25 años,237639
1972,1972-01-01,male,26 años,251651
1972,1972-01-01,male,27 años,236550
1972,1972-01-01,male,28 años,236263
1972,1972-01-01,male,29 años,206475
1972,1972-01-01,male,3 años,327023
1972,1972-01-01,male,30 años,189826
1972,1972-01-01,male,31 años,243576
1972,1972-01-01,male,32 años,156395
1972,1972-01-01,male,33 años,183057
1972,1972-01-01,male,34 años,209900
1972,1972-01-01,male,35 años,233628
1972,1972-01-01,male,36 años,233066
1972,1972-01-01,male,37 años,230598
1972,1972-01-01,male,38 años,244482
1972,1972-01-01,male,39 años,243653
1972,1972-01-01,male,4 años,334014
1972,1972-01-01,male,40 años,234855
1972,1972-01-01,male,41 años,247356
